site,person,trial,targ_side_rel,accuracy,rt
Essex,778,59,absent,1,16.715
Essex,778,60,easy,1,1.328
Essex,778,61,absent,0,16.458
Essex,778,62,hard,1,25.258
Essex,778,63,absent,1,26.014
Essex,778,64,absent,1,7.756
Essex,778,65,easy,1,3.505
Essex,778,66,easy,1,1.318
Essex,778,67,hard,1,28.71
Essex,778,68,hard,1,4.163
Essex,778,69,absent,1,10.808
Essex,778,70,hard,0,34.883
Essex,778,71,hard,1,5.313
Essex,778,72,hard,1,9.457
Essex,778,73,absent,1,19.592
Essex,778,74,easy,1,0.838
Essex,778,75,easy,1,0.816
Essex,778,76,absent,1,35.405
Essex,778,77,absent,1,23.015
Essex,778,78,absent,0,4.646
Essex,778,79,absent,1,11.304
Essex,778,80,hard,1,1.947
Essex,778,81,easy,1,0.7
Essex,778,82,easy,1,1.035
Essex,778,83,hard,1,13.21
Essex,778,84,absent,1,23.866
Essex,778,85,absent,1,10.497
Essex,778,86,absent,1,10.533
Essex,778,87,absent,1,25.457
Essex,778,88,easy,1,1.692
Essex,778,89,hard,1,1.992
Essex,778,90,easy,1,0.707
Essex,778,91,hard,0,12.509
Essex,778,92,hard,0,28.194
Essex,778,93,absent,1,3.915
Essex,778,94,hard,1,12.037
Essex,778,95,absent,1,4.47
Essex,778,96,easy,1,1.07
Essex,778,97,absent,1,12.758
Essex,778,98,absent,0,3.733
Essex,778,99,easy,1,0.895
Essex,778,100,absent,0,1.855
Essex,778,101,absent,1,19.419
Essex,778,102,absent,1,10.918
Essex,779,7,easy,1,1.124
Essex,779,8,hard,1,0.922
Essex,779,9,easy,1,0.893
Essex,779,10,hard,0,7.283
Essex,779,11,easy,1,0.812
Essex,779,12,absent,0,4.739
Essex,779,13,absent,1,9.281
Essex,779,14,easy,1,1.069
Essex,779,15,hard,0,9.258
Essex,779,16,absent,1,10.272
Essex,779,17,absent,1,13.237
Essex,779,18,absent,1,12.14
Essex,779,19,absent,1,10.802
Essex,779,20,absent,0,1.858
Essex,779,21,easy,1,2.846
Essex,779,22,absent,1,7.725
Essex,779,23,hard,1,2.8
Essex,779,24,easy,1,1.672
Essex,779,25,absent,1,11.545
Essex,779,26,absent,1,3.671
Essex,779,27,absent,1,7.184
Essex,779,28,absent,1,8.193
Essex,779,29,hard,0,5.609
Essex,779,30,hard,0,8.096
Essex,779,31,absent,1,8.162
Essex,779,32,absent,1,7.174
Essex,779,33,absent,1,10.479
Essex,779,34,absent,1,9.307
Essex,779,35,easy,1,1.939
Essex,779,36,easy,1,1.11
Essex,779,37,hard,1,10.83
Essex,779,38,absent,1,12.919
Essex,779,39,easy,1,1.436
Essex,779,40,absent,1,8.512
Essex,779,41,absent,1,9.302
Essex,779,42,easy,1,0.844
Essex,779,43,absent,1,11.865
Essex,779,44,hard,0,12.272
Essex,779,45,absent,1,19.486
Essex,779,46,absent,0,10.725
Essex,779,47,hard,1,6.013
Essex,779,48,easy,1,0.842
Essex,779,49,hard,0,18.53
Essex,779,50,hard,1,1.671
Essex,779,51,absent,1,8.22
Essex,779,52,easy,1,2.706
Essex,779,53,hard,1,5.538
Essex,779,54,absent,1,14.182
Essex,779,55,absent,1,8.645
Essex,779,56,easy,1,0.884
Essex,779,57,absent,1,8.357
Essex,779,58,hard,0,9.476
Essex,779,59,absent,0,3.973
Essex,779,60,hard,1,1.693
Essex,779,61,hard,1,17.053
Essex,779,62,absent,1,12.236
Essex,779,63,easy,1,1.877
Essex,779,64,hard,1,3.607
Essex,779,65,absent,1,7.888
Essex,779,66,easy,1,0.955
Essex,779,67,absent,1,4.551
Essex,779,68,hard,1,2.778
Essex,779,69,absent,1,13.187
Essex,779,70,absent,1,9.699
Essex,779,71,absent,0,3.135
Essex,779,72,absent,1,6.977
Essex,779,73,easy,1,0.821
Essex,779,74,easy,1,0.639
Essex,779,75,absent,1,6.949
Essex,779,76,easy,1,1.434
Essex,779,77,absent,1,5.579
Essex,779,78,hard,1,3.133
Essex,779,79,easy,1,0.663
Essex,779,80,easy,1,0.738
Essex,779,81,absent,1,7.258
Essex,779,82,easy,1,1.266
Essex,779,83,absent,1,11.715
Essex,779,84,hard,0,13.241
Essex,779,85,hard,0,8.594
Essex,779,86,absent,0,1.649
Essex,779,87,absent,1,9.258
Essex,779,88,absent,1,5.147
Essex,779,89,absent,1,13.032
Essex,779,90,hard,0,12.745
Essex,779,91,absent,1,9.06
Essex,779,92,hard,0,7.479
Essex,779,93,absent,1,10.569
Essex,779,94,hard,0,8.979
Essex,779,95,easy,1,1.37
Essex,779,96,absent,1,8.384
Essex,779,97,easy,1,0.896
Essex,779,98,hard,1,0.78
Essex,779,99,absent,1,4.295
Essex,779,100,absent,1,6.459
Essex,779,101,easy,1,0.999
Essex,779,102,absent,1,7.56
Essex,780,7,easy,1,0.801
Essex,780,8,hard,0,7.092
Essex,780,9,easy,1,0.938
Essex,780,10,hard,0,12.638
Essex,780,11,easy,1,1.941
Essex,780,12,absent,1,13.867
Essex,780,13,absent,0,11.258
Essex,780,14,easy,1,1.118
Essex,780,15,hard,0,17.165
Essex,780,16,absent,1,14.783
Essex,780,17,absent,0,4.592
Essex,780,18,absent,1,14.692
Essex,780,19,absent,1,12.916
Essex,780,20,absent,1,17.822
Essex,780,21,easy,1,0.924
Essex,780,22,absent,1,14.916
Essex,780,23,hard,1,5.041
Essex,780,24,easy,1,1.578
Essex,780,25,absent,1,20.316
Essex,780,26,absent,1,13.533
Essex,780,27,absent,1,12.069
Essex,780,28,absent,1,14.676
Essex,780,29,hard,0,14.526
Essex,780,30,hard,1,1.649
Essex,780,31,absent,1,20.444
Essex,780,32,absent,1,21.322
Essex,780,33,absent,0,3.582
Essex,780,34,absent,1,16.603
Essex,780,35,easy,1,1.423
Essex,780,36,easy,1,0.781
Essex,780,37,hard,0,12.15
Essex,780,38,absent,1,12.086
Essex,780,39,easy,1,1.148
Essex,780,40,absent,1,10.72
Essex,780,41,absent,0,11.433
Essex,780,42,easy,1,0.938
Essex,780,43,absent,1,10.265
Essex,780,44,hard,0,8.813
Essex,780,45,absent,1,17.79
Essex,780,46,absent,1,9.766
Essex,780,47,hard,0,9.975
Essex,780,48,easy,1,1.009
Essex,780,49,hard,0,18.191
Essex,780,50,hard,0,17.84
Essex,780,51,absent,1,18.04
Essex,780,52,easy,1,0.833
Essex,780,53,hard,0,16.409
Essex,780,54,absent,1,12.419
Essex,780,55,absent,1,10.945
Essex,780,56,easy,1,12.12
Essex,780,57,absent,1,38.011
Essex,780,58,hard,0,27.061
Essex,780,59,absent,0,32.915
Essex,780,60,hard,0,26.829
Essex,780,61,hard,1,19.591
Essex,780,62,absent,0,9.548
Essex,780,63,easy,1,1.1
Essex,780,64,hard,1,11.129
Essex,780,65,absent,0,15.886
Essex,780,66,easy,1,0.886
Essex,780,67,absent,1,17.157
Essex,780,68,hard,1,3.585
Essex,780,69,absent,0,18.291
Essex,780,70,absent,0,20.763
Essex,780,71,absent,0,4.242
Essex,780,72,absent,1,15.437
Essex,780,73,easy,1,0.882
Essex,780,74,easy,1,0.657
Essex,780,75,absent,0,4.685
Essex,780,76,easy,1,0.935
Essex,780,77,absent,1,15.243
Essex,780,78,hard,0,16.905
Essex,780,79,easy,1,0.816
Essex,780,80,easy,1,0.944
Essex,780,81,absent,1,12.678
Essex,780,82,easy,1,0.842
Essex,780,83,absent,1,14.037
Essex,780,84,hard,0,12.843
Essex,780,85,hard,1,23.434
Essex,780,86,absent,1,20.437
Essex,780,87,absent,0,1.097
Essex,780,88,absent,1,12.669
Essex,780,89,absent,1,15.067
Essex,780,90,hard,1,4.068
Essex,780,91,absent,0,7.454
Essex,780,92,hard,0,15.694
Essex,780,93,absent,1,25.364
Essex,780,94,hard,0,19.519
Essex,780,95,easy,1,0.956
Essex,780,96,absent,0,4.333
Essex,780,97,easy,1,0.71
Essex,780,98,hard,0,19.899
Essex,780,99,absent,0,4.628
Essex,780,100,absent,1,10.191
Essex,780,101,easy,1,0.843
Essex,780,102,absent,1,9.853
Essex,781,7,easy,1,4.049
Essex,781,8,hard,1,7.859
Essex,781,9,easy,1,1.391
Essex,781,10,hard,0,18.668
Essex,781,11,easy,1,2.065
Essex,781,12,absent,1,26.881
Essex,781,13,absent,1,29.058
Essex,781,14,easy,1,1.972
Essex,781,15,hard,1,9.569
Essex,781,16,absent,1,21.486
Essex,781,17,absent,1,24.785
Essex,781,18,absent,1,17.036
Essex,781,19,absent,1,12.741
Essex,781,20,absent,1,20.288
Essex,781,21,easy,1,1.274
Essex,781,22,absent,1,15.052
Essex,781,23,hard,1,15.882
Essex,781,24,easy,1,1.204
Essex,781,25,absent,1,26.602
Essex,781,26,absent,1,14.867
Essex,781,27,absent,1,17.068
Essex,781,28,absent,1,11.637
Essex,781,29,hard,1,8.573
Essex,781,30,hard,1,16.946
Essex,781,31,absent,1,24.066
Essex,781,32,absent,1,16.342
Essex,781,33,absent,1,20.06
Essex,781,34,absent,1,17.53
Essex,781,35,easy,1,1.196
Essex,781,36,easy,1,0.978
Essex,781,37,hard,0,17.193
Essex,781,38,absent,1,26.263
Essex,781,39,easy,1,1.102
Essex,781,40,absent,1,21.88
Essex,781,41,absent,1,15.128
Essex,781,42,easy,1,1.246
Essex,781,43,absent,1,15.432
Essex,781,44,hard,1,8.807
Essex,781,45,absent,1,17.225
Essex,781,46,absent,1,10.205
Essex,781,47,hard,0,12.469
Essex,781,48,easy,1,0.986
Essex,781,49,hard,1,17.238
Essex,781,50,hard,1,5.858
Essex,781,51,absent,1,24.457
Essex,781,52,easy,1,0.977
Essex,781,53,hard,1,14.743
Essex,781,54,absent,1,18.848
Essex,781,55,absent,1,19.367
Essex,781,56,easy,1,1.121
Essex,781,57,absent,1,21.239
Essex,781,58,hard,0,12.387
Essex,781,59,absent,1,22.823
Essex,781,60,hard,1,4.595
Essex,781,61,hard,1,14.362
Essex,781,62,absent,1,15.297
Essex,781,63,easy,1,0.94
Essex,781,64,hard,1,14.845
Essex,781,65,absent,1,15.851
Essex,781,66,easy,1,1.04
Essex,781,67,absent,1,17.534
Essex,781,68,hard,0,23.11
Essex,781,69,absent,1,24.09
Essex,781,70,absent,1,23.543
Essex,781,71,absent,1,27.608
Essex,781,72,absent,1,24.042
Essex,781,73,easy,0,0.908
Essex,781,74,easy,1,1.019
Essex,781,75,absent,1,23.379
Essex,781,76,easy,1,0.925
Essex,781,77,absent,1,19.262
Essex,781,78,hard,0,26.329
Essex,781,79,easy,1,1.028
Essex,781,80,easy,1,0.918
Essex,781,81,absent,1,20.339
Essex,781,82,easy,1,0.97
Essex,781,83,absent,1,10.392
Essex,781,84,hard,1,5.183
Essex,781,85,hard,1,7.064
Essex,781,86,absent,1,21.563
Essex,781,87,absent,1,16.633
Essex,781,88,absent,1,16.172
Essex,781,89,absent,1,17.037
Essex,781,90,hard,0,14.33
Essex,781,91,absent,1,17.603
Essex,781,92,hard,0,31.042
Essex,781,93,absent,1,13.784
Essex,781,94,hard,1,5.307
Essex,781,95,easy,1,1.42
Essex,781,96,absent,1,23.986
Essex,781,97,easy,1,1.032
Essex,781,98,hard,1,19.801
Essex,781,99,absent,1,25.814
Essex,781,100,absent,1,24.443
Essex,781,101,easy,1,1.111
Essex,781,102,absent,1,25.824
Essex,782,7,absent,1,79.629
Essex,782,8,absent,1,69.762
Essex,782,9,easy,1,1.902
Essex,782,10,hard,1,15.45
Essex,782,11,hard,1,25.534
Essex,782,12,easy,1,1.08
Essex,782,13,hard,1,31.67
Essex,782,14,absent,1,77.489
Essex,782,15,absent,1,136.016
Essex,782,16,absent,1,206.624
Essex,782,17,easy,1,1.633
Essex,782,18,absent,1,149.109
Essex,782,19,easy,1,1.775
Essex,782,20,absent,1,108.021
Essex,782,21,absent,1,157.06
Essex,782,22,absent,1,163.174
Essex,782,23,hard,1,5.94
Essex,782,24,hard,1,7.638
Essex,782,25,hard,1,2.63
Essex,782,26,absent,1,141.119
Essex,782,27,absent,1,67.5
Essex,782,28,easy,1,2.636
Essex,782,29,absent,1,110.667
Essex,782,30,easy,1,1.04
Essex,782,31,absent,1,83.034
Essex,782,32,hard,1,75.078
Essex,782,33,absent,1,214.223
Essex,782,34,absent,1,76.497
Essex,782,35,hard,1,3.409
Essex,782,36,absent,1,107.959
Essex,782,37,easy,1,1.317
Essex,782,38,hard,1,50.574
Essex,782,39,absent,1,90.87
Essex,782,40,easy,1,0.897
Essex,782,41,hard,0,58.939
Essex,782,42,absent,1,126.156
Essex,782,43,absent,1,68.292
Essex,782,44,absent,1,110.359
Essex,782,45,hard,1,32.439
Essex,782,46,easy,1,1.319
Essex,782,47,hard,1,7.49
Essex,782,48,easy,1,1.018
Essex,782,49,absent,1,43.132
Essex,782,50,absent,1,49.801
Essex,782,51,absent,1,60.724
Essex,782,52,easy,1,1.05
Essex,782,53,easy,1,0.999
Essex,782,54,absent,1,51.349
Essex,782,55,absent,1,74.456
Essex,782,56,absent,1,76.863
Essex,782,57,easy,1,1.113
Essex,782,58,absent,1,81.762
Essex,782,59,absent,1,50.837
Essex,782,60,easy,1,0.906
Essex,782,61,absent,1,76.158
Essex,782,62,hard,1,49.282
Essex,782,63,absent,1,60.855
Essex,782,64,absent,1,46.392
Essex,782,65,easy,1,0.946
Essex,782,66,easy,1,0.834
Essex,782,67,hard,1,35.811
Essex,782,68,hard,1,12.583
Essex,782,69,absent,1,72.486
Essex,782,70,hard,1,4.403
Essex,782,71,hard,1,36.644
Essex,782,72,hard,1,17.552
Essex,782,73,absent,1,85.309
Essex,782,74,easy,1,0.986
Essex,782,75,easy,1,0.842
Essex,782,76,absent,1,82.063
Essex,782,77,absent,1,64.589
Essex,782,78,absent,1,76.236
Essex,782,79,absent,1,61.835
Essex,782,80,hard,1,8.343
Essex,782,81,easy,1,1.693
Essex,782,82,easy,1,1.299
Essex,782,83,hard,1,5.108
Essex,782,84,absent,1,74.094
Essex,782,85,absent,1,70.835
Essex,782,86,absent,1,57.694
Essex,782,87,absent,1,46.774
Essex,782,88,easy,1,0.955
Essex,782,89,hard,1,2.842
Essex,782,90,easy,1,0.854
Essex,782,91,hard,1,17.751
Essex,782,92,hard,1,50.55
Essex,782,93,absent,1,167.251
Essex,782,94,hard,1,1.89
Essex,782,95,absent,1,33.792
Essex,782,96,easy,1,1.009
Essex,782,97,absent,1,29.405
Essex,782,98,absent,1,46.189
Essex,782,99,easy,1,0.861
Essex,782,100,absent,1,23.892
Essex,782,101,absent,1,40.267
Essex,782,102,absent,1,35.323
Essex,783,7,absent,1,45.93
Essex,783,8,absent,1,35.314
Essex,783,9,easy,1,1.263
Essex,783,10,absent,1,32.74
Essex,783,11,absent,1,25.558
Essex,783,12,hard,1,1.391
Essex,783,13,hard,0,20.142
Essex,783,14,easy,1,1.096
Essex,783,15,easy,1,0.976
Essex,783,16,absent,1,32.446
Essex,783,17,easy,1,1.867
Essex,783,18,easy,1,1.245
Essex,783,19,absent,1,25.398
Essex,783,20,absent,1,24.514
Essex,783,21,hard,1,7.912
Essex,783,22,easy,1,0.998
Essex,783,23,hard,1,1.35
Essex,783,24,absent,1,23.222
Essex,783,25,absent,1,13.956
Essex,783,26,hard,1,1.498
Essex,783,27,absent,1,11.468
Essex,783,28,hard,0,11.695
Essex,783,29,absent,1,29.222
Essex,783,30,absent,1,14.88
Essex,783,31,absent,1,18.359
Essex,783,32,hard,0,19.985
Essex,783,33,easy,1,1.081
Essex,783,34,absent,1,25.976
Essex,783,35,absent,1,22.368
Essex,783,36,hard,0,20.885
Essex,783,37,easy,1,1.288
Essex,783,38,absent,1,34.099
Essex,783,39,easy,1,0.917
Essex,783,40,hard,1,24.564
Essex,783,41,absent,1,28.592
Essex,783,42,absent,1,28.77
Essex,783,43,hard,1,2.989
Essex,783,44,easy,1,0.738
Essex,783,45,absent,1,27.736
Essex,783,46,absent,1,20.417
Essex,783,47,hard,1,10.672
Essex,783,48,easy,1,1.055
Essex,783,49,absent,1,25.841
Essex,783,50,hard,1,15.708
Essex,783,51,absent,1,27.271
Essex,783,52,easy,1,0.904
Essex,783,53,absent,1,21.713
Essex,783,54,absent,1,22.632
Essex,783,55,easy,1,2.543
Essex,783,56,absent,1,21.102
Essex,783,57,absent,1,21.835
Essex,783,58,absent,1,21.744
Essex,783,59,easy,1,0.832
Essex,783,60,hard,1,6.002
Essex,783,61,easy,1,1.094
Essex,783,62,hard,1,3.771
Essex,783,63,absent,1,25.044
Essex,783,64,absent,1,29.234
Essex,783,65,easy,1,0.77
Essex,783,66,hard,0,26.097
Essex,783,67,absent,1,41.357
Essex,783,68,easy,1,0.759
Essex,783,69,absent,1,29.83
Essex,783,70,hard,0,36.709
Essex,783,71,absent,1,37.639
Essex,783,72,absent,1,36.072
Essex,783,73,absent,1,32.593
Essex,783,74,absent,1,38.64
Essex,783,75,easy,1,0.967
Essex,783,76,hard,1,20.026
Essex,783,77,hard,0,36.963
Essex,783,78,absent,1,29.999
Essex,783,79,absent,1,30.34
Essex,783,80,easy,1,0.739
Essex,783,81,absent,1,23.852
Essex,783,82,hard,1,4.755
Essex,783,83,easy,1,0.904
Essex,783,84,absent,1,20.993
Essex,783,85,absent,1,24.502
Essex,783,86,easy,1,0.802
Essex,783,87,absent,1,29.653
Essex,783,88,hard,1,12.206
Essex,783,89,absent,1,15.089
Essex,783,90,hard,1,6.339
Essex,783,91,hard,1,1.497
Essex,783,92,absent,1,26.891
Essex,783,93,absent,1,18.766
Essex,783,94,easy,1,0.853
Essex,783,95,absent,1,22.719
Essex,783,96,hard,1,0.947
Essex,783,97,hard,1,0.926
Essex,783,98,absent,1,19.511
Essex,783,99,easy,1,0.707
Essex,783,100,absent,1,21.978
Essex,783,101,easy,1,0.864
Essex,783,102,absent,1,15.785
Essex,784,7,easy,1,0.946
Essex,784,8,hard,1,1.754
Essex,784,9,easy,1,0.727
Essex,784,10,hard,1,0.727
Essex,784,11,easy,1,0.79
Essex,784,12,absent,0,0.748
Essex,784,13,absent,1,6.252
Essex,784,14,easy,1,1.413
Essex,784,15,hard,0,6.668
Essex,784,16,absent,1,16.803
Essex,784,17,absent,1,8.544
Essex,784,18,absent,1,7.89
Essex,784,19,absent,1,10.498
Essex,784,20,absent,1,9.973
Essex,784,21,easy,1,1.411
Essex,784,22,absent,1,8.418
Essex,784,23,hard,0,5.382
Essex,784,24,easy,1,1.802
Essex,784,25,absent,1,7.322
Essex,784,26,absent,1,6.177
Essex,784,27,absent,1,11.621
Essex,784,28,absent,1,6.497
Essex,784,29,hard,0,7.605
Essex,784,30,hard,1,8.614
Essex,784,31,absent,1,12.468
Essex,784,32,absent,1,11.352
Essex,784,33,absent,1,10.979
Essex,784,34,absent,1,12.869
Essex,784,35,easy,1,0.976
Essex,784,36,easy,1,0.693
Essex,784,37,hard,0,6.832
Essex,784,38,absent,1,15.585
Essex,784,39,easy,1,0.92
Essex,784,40,absent,1,7.986
Essex,784,41,absent,1,8.029
Essex,784,42,easy,1,0.819
Essex,784,43,absent,1,9.851
Essex,784,44,hard,0,8.236
Essex,784,45,absent,1,9.957
Essex,784,46,absent,1,8.313
Essex,784,47,hard,1,1.882
Essex,784,48,easy,1,0.709
Essex,784,49,hard,0,14.93
Essex,784,50,hard,1,3.01
Essex,784,51,absent,1,12.248
Essex,784,52,easy,1,0.674
Essex,784,53,hard,0,7.134
Essex,784,54,absent,1,4.919
Essex,784,55,absent,1,8.145
Essex,784,56,easy,1,0.709
Essex,784,57,absent,1,6.047
Essex,784,58,hard,0,8.118
Essex,784,59,absent,1,10.428
Essex,784,60,hard,1,10.069
Essex,784,61,hard,0,5.611
Essex,784,62,absent,1,15.015
Essex,784,63,easy,1,1.217
Essex,784,64,hard,0,12.254
Essex,784,65,absent,1,13.798
Essex,784,66,easy,1,0.739
Essex,784,67,absent,1,8.263
Essex,784,68,hard,0,14.219
Essex,784,69,absent,1,15.844
Essex,784,70,absent,1,15.63
Essex,784,71,absent,1,9.259
Essex,784,72,absent,1,9.874
Essex,784,73,easy,1,0.843
Essex,784,74,easy,1,0.853
Essex,784,75,absent,1,9.105
Essex,784,76,easy,1,0.718
Essex,784,77,absent,1,7.739
Essex,784,78,hard,0,14.41
Essex,784,79,easy,1,0.821
Essex,784,80,easy,1,0.686
Essex,784,81,absent,1,7.994
Essex,784,82,easy,1,0.656
Essex,784,83,absent,1,8.448
Essex,784,84,hard,1,1.309
Essex,784,85,hard,1,4.782
Essex,784,86,absent,1,10.494
Essex,784,87,absent,1,13.467
Essex,784,88,absent,1,18.656
Essex,784,89,absent,1,14.713
Essex,784,90,hard,0,17.098
Essex,784,91,absent,1,21.611
Essex,784,92,hard,1,3.21
Essex,784,93,absent,1,30.792
Essex,784,94,hard,0,17.023
Essex,784,95,easy,1,0.738
Essex,784,96,absent,1,22.478
Essex,784,97,easy,1,0.658
Essex,784,98,hard,1,1.371
Essex,784,99,absent,1,8.805
Essex,784,100,absent,1,13.651
Essex,784,101,easy,1,0.666
Essex,784,102,absent,1,5.607
Essex,785,7,easy,1,2.548
Essex,785,8,hard,0,26.266
Essex,785,9,easy,1,1.422
Essex,785,10,hard,0,29.526
Essex,785,11,easy,1,5.645
Essex,785,12,absent,1,48.323
Essex,785,13,absent,1,37.495
Essex,785,14,easy,0,2.002
Essex,785,15,hard,0,32.426
Essex,785,16,absent,1,27.428
Essex,785,17,absent,1,25.052
Essex,785,18,absent,1,31.449
Essex,785,19,absent,1,31.352
Essex,785,20,absent,1,31.333
Essex,785,21,easy,1,2.689
Essex,785,22,absent,1,26.166
Essex,785,23,hard,0,24.373
Essex,785,24,easy,1,1.248
Essex,785,25,absent,1,26.174
Essex,785,26,absent,1,24.905
Essex,785,27,absent,1,19.579
Essex,785,28,absent,1,21.766
Essex,785,29,hard,0,20.856
Essex,785,30,hard,0,28.694
Essex,785,31,absent,1,26.659
Essex,785,32,absent,1,31.132
Essex,785,33,absent,1,26.613
Essex,785,34,absent,1,33.323
Essex,785,35,easy,1,1.339
Essex,785,36,easy,1,1.339
Essex,785,37,hard,1,21.282
Essex,785,38,absent,1,29.197
Essex,785,39,easy,0,32.459
Essex,785,40,absent,1,38.231
Essex,785,41,absent,1,35.232
Essex,785,42,easy,1,2.405
Essex,785,43,absent,1,32.49
Essex,785,44,hard,1,19.273
Essex,785,45,absent,1,34.621
Essex,785,46,absent,1,24.084
Essex,785,47,hard,1,13.788
Essex,785,48,easy,1,1.225
Essex,785,49,hard,0,28.776
Essex,785,50,hard,1,14.84
Essex,785,51,absent,1,25.113
Essex,785,52,easy,1,1.105
Essex,785,53,hard,1,22.311
Essex,785,54,absent,1,22.616
Essex,785,55,absent,1,20.029
Essex,785,56,easy,1,15.911
Essex,785,57,absent,1,22.083
Essex,785,58,hard,0,25.841
Essex,785,59,absent,1,30.946
Essex,785,60,hard,1,20.046
Essex,785,61,hard,1,8.272
Essex,785,62,absent,1,23.734
Essex,785,63,easy,1,1.095
Essex,785,64,hard,0,25.096
Essex,785,65,absent,1,24.171
Essex,785,66,easy,1,1.255
Essex,785,67,absent,1,26.034
Essex,785,68,hard,0,25.543
Essex,785,69,absent,1,23.491
Essex,785,70,absent,1,27.748
Essex,785,71,absent,1,30.45
Essex,785,72,absent,1,26.231
Essex,785,73,easy,1,1.215
Essex,785,74,easy,1,0.945
Essex,785,75,absent,1,21.397
Essex,785,76,easy,1,1.267
Essex,785,77,absent,1,22.239
Essex,785,78,hard,1,12.205
Essex,785,79,easy,1,0.892
Essex,785,80,easy,1,0.952
Essex,785,81,absent,1,18.503
Essex,785,82,easy,1,0.895
Essex,785,83,absent,1,18.875
Essex,785,84,hard,1,15.117
Essex,785,85,hard,0,22.342
Essex,785,86,absent,1,25.709
Essex,785,87,absent,1,27.648
Essex,785,88,absent,1,32.039
Essex,785,89,absent,1,24.867
Essex,785,90,hard,0,28.115
Essex,785,91,absent,1,27.009
Essex,785,92,hard,1,4.708
Essex,785,93,absent,1,25.92
Essex,785,94,hard,1,5.021
Essex,785,95,easy,1,1.255
Essex,785,96,absent,1,23.937
Essex,785,97,easy,1,1.255
Essex,785,98,hard,0,26.723
Essex,785,99,absent,1,26.773
Essex,785,100,absent,1,23.341
Essex,785,101,easy,1,1.111
Essex,785,102,absent,1,24.795
Essex,786,7,easy,1,1.464
Essex,786,8,hard,1,3.846
Essex,786,9,easy,0,6.749
Essex,786,10,hard,0,7.868
Essex,786,11,easy,1,1.545
Essex,786,12,absent,1,4.182
Essex,786,13,absent,1,3.349
Essex,786,14,easy,0,4.302
Essex,786,15,hard,0,6.647
Essex,786,16,absent,1,8.882
Essex,786,17,absent,0,10.057
Essex,786,18,absent,0,1.773
Essex,786,19,absent,1,4.342
Essex,786,20,absent,1,3.489
Essex,786,21,easy,1,4.598
Essex,786,22,absent,1,8.923
Essex,786,23,hard,0,6.692
Essex,786,24,easy,1,8.172
Essex,786,25,absent,1,7.04
Essex,786,26,absent,1,9.974
Essex,786,27,absent,1,13.134
Essex,786,28,absent,1,6.608
Essex,786,29,hard,0,7.691
Essex,786,30,hard,0,10.624
Essex,786,31,absent,1,8.875
Essex,786,32,absent,1,8.399
Essex,786,33,absent,0,3.716
Essex,786,34,absent,1,13.71
Essex,786,35,easy,1,1.369
Essex,786,36,easy,1,0.821
Essex,786,37,hard,0,11.344
Essex,786,38,absent,1,15.168
Essex,786,39,easy,1,11.607
Essex,786,40,absent,1,13.781
Essex,786,41,absent,1,9.266
Essex,786,42,easy,1,5.588
Essex,786,43,absent,1,8.332
Essex,786,44,hard,0,8.126
Essex,786,45,absent,1,5.682
Essex,786,46,absent,1,8.085
Essex,786,47,hard,0,7.801
Essex,786,48,easy,1,0.943
Essex,786,49,hard,0,8.676
Essex,786,50,hard,0,13.773
Essex,786,51,absent,1,11.379
Essex,786,52,easy,1,1.504
Essex,786,53,hard,1,8.792
Essex,786,54,absent,1,6.872
Essex,786,55,absent,0,9.513
Essex,786,56,easy,0,13.34
Essex,786,57,absent,1,9.285
Essex,786,58,hard,0,5.466
Essex,786,59,absent,1,13.93
Essex,786,60,hard,0,10.342
Essex,786,61,hard,1,8.514
Essex,786,62,absent,0,9
Essex,786,63,easy,1,2.017
Essex,786,64,hard,0,17.967
Essex,786,65,absent,1,12.945
Essex,786,66,easy,1,2.529
Essex,786,67,absent,1,6.362
Essex,786,68,hard,0,12.579
Essex,786,69,absent,1,18.536
Essex,786,70,absent,0,5.662
Essex,786,71,absent,1,9.224
Essex,786,72,absent,1,6.064
Essex,786,73,easy,1,2.883
Essex,786,74,easy,0,2.821
Essex,786,75,absent,1,7.203
Essex,786,76,easy,1,1.223
Essex,786,77,absent,1,7.101
Essex,786,78,hard,1,4.198
Essex,786,79,easy,1,1.565
Essex,786,80,easy,1,1.494
Essex,786,81,absent,1,1.225
Essex,786,82,easy,1,0.798
Essex,786,83,absent,1,1.484
Essex,786,84,hard,0,4.817
Essex,786,85,hard,0,1.783
Essex,786,86,absent,0,5.452
Essex,786,87,absent,1,3.629
Essex,786,88,absent,1,2.511
Essex,786,89,absent,0,2.734
Essex,786,90,hard,0,2.56
Essex,786,91,absent,0,1.464
Essex,786,92,hard,0,1.824
Essex,786,93,absent,1,4.785
Essex,786,94,hard,0,4.48
Essex,786,95,easy,1,1.474
Essex,786,96,absent,0,4.954
Essex,786,97,easy,1,0.961
Essex,786,98,hard,0,2.895
Essex,786,99,absent,0,1.09
Essex,786,100,absent,1,4.722
Essex,786,101,easy,0,1.683
Essex,786,102,absent,1,7.458
Essex,787,7,easy,1,0.972
Essex,787,8,hard,0,15.264
Essex,787,9,easy,1,3.1
Essex,787,10,hard,1,4.521
Essex,787,11,easy,1,2.104
Essex,787,12,absent,0,10.092
Essex,787,13,absent,0,10.551
Essex,787,14,easy,1,11.541
Essex,787,15,hard,0,15.319
Essex,787,16,absent,1,28.92
