person,trial,choice,site
796,2,pre_crastinate,Essex
796,3,pre_crastinate,Essex
796,4,pre_crastinate,Essex
796,5,pre_crastinate,Essex
796,6,pre_crastinate,Essex
797,1,pre_crastinate,Essex
797,2,pre_crastinate,Essex
797,3,pre_crastinate,Essex
797,4,pre_crastinate,Essex
797,5,pre_crastinate,Essex
797,6,pre_crastinate,Essex
798,1,pre_crastinate,Essex
798,2,pre_crastinate,Essex
798,3,pre_crastinate,Essex
798,4,pre_crastinate,Essex
798,5,pre_crastinate,Essex
798,6,pre_crastinate,Essex
799,1,pre_crastinate,Essex
799,2,pre_crastinate,Essex
799,3,pre_crastinate,Essex
799,4,pre_crastinate,Essex
799,5,pre_crastinate,Essex
799,6,pre_crastinate,Essex
800,1,double_pre_cra,Essex
800,2,sensible,Essex
800,3,sensible,Essex
800,4,sensible,Essex
800,5,sensible,Essex
800,6,sensible,Essex
801,1,pre_crastinate,Essex
801,2,pre_crastinate,Essex
801,3,pre_crastinate,Essex
801,4,pre_crastinate,Essex
801,5,pre_crastinate,Essex
801,6,pre_crastinate,Essex
802,1,pre_crastinate,Essex
802,2,pre_crastinate,Essex
802,3,pre_crastinate,Essex
802,4,pre_crastinate,Essex
802,5,pre_crastinate,Essex
802,6,pre_crastinate,Essex
803,1,pre_crastinate,Essex
803,2,pre_crastinate,Essex
803,3,pre_crastinate,Essex
803,4,pre_crastinate,Essex
803,5,pre_crastinate,Essex
803,6,pre_crastinate,Essex
804,1,sensible,Essex
804,2,sensible,Essex
804,3,sensible,Essex
804,4,sensible,Essex
804,5,sensible,Essex
804,6,sensible,Essex
805,1,pre_crastinate,Essex
805,2,pre_crastinate,Essex
805,3,pre_crastinate,Essex
805,4,pre_crastinate,Essex
805,5,pre_crastinate,Essex
805,6,pre_crastinate,Essex
806,1,pre_crastinate,Essex
806,2,pre_crastinate,Essex
806,3,pre_crastinate,Essex
806,4,pre_crastinate,Essex
806,5,pre_crastinate,Essex
806,6,pre_crastinate,Essex
807,1,pre_crastinate,Essex
807,2,pre_crastinate,Essex
807,3,pre_crastinate,Essex
807,4,pre_crastinate,Essex
807,5,pre_crastinate,Essex
807,6,pre_crastinate,Essex
808,1,pre_crastinate,Essex
808,2,pre_crastinate,Essex
808,3,pre_crastinate,Essex
808,4,pre_crastinate,Essex
808,5,pre_crastinate,Essex
808,6,pre_crastinate,Essex
809,1,pre_crastinate,Essex
809,2,pre_crastinate,Essex
809,3,pre_crastinate,Essex
809,4,pre_crastinate,Essex
809,5,pre_crastinate,Essex
809,6,pre_crastinate,Essex
810,1,pre_crastinate,Essex
810,2,pre_crastinate,Essex
810,3,pre_crastinate,Essex
810,4,pre_crastinate,Essex
810,5,pre_crastinate,Essex
810,6,pre_crastinate,Essex
811,1,pre_crastinate,Essex
811,2,pre_crastinate,Essex
811,3,pre_crastinate,Essex
811,4,pre_crastinate,Essex
811,5,pre_crastinate,Essex
811,6,pre_crastinate,Essex
812,1,sensible,Essex
812,2,sensible,Essex
812,3,sensible,Essex
812,4,sensible,Essex
812,5,sensible,Essex
812,6,sensible,Essex
813,1,sensible,Essex
813,2,sensible,Essex
813,3,sensible,Essex
813,4,pre_crastinate,Essex
813,5,sensible,Essex
813,6,sensible,Essex
814,1,sensible,Essex
814,2,sensible,Essex
814,3,sensible,Essex
814,4,sensible,Essex
814,5,sensible,Essex
814,6,sensible,Essex
900,1,double_pre_cra,Aberdeen
900,2,double_pre_cra,Aberdeen
900,3,double_pre_cra,Aberdeen
900,4,double_pre_cra,Aberdeen
900,5,double_pre_cra,Aberdeen
900,6,double_pre_cra,Aberdeen
901,1,pre_crastinate,Aberdeen
901,2,pre_crastinate,Aberdeen
901,3,pre_crastinate,Aberdeen
901,4,double_pre_cra,Aberdeen
901,5,double_pre_cra,Aberdeen
901,6,double_pre_cra,Aberdeen
902,1,pre_crastinate,Aberdeen
902,2,pre_crastinate,Aberdeen
902,3,pre_crastinate,Aberdeen
902,4,pre_crastinate,Aberdeen
902,5,pre_crastinate,Aberdeen
902,6,pre_crastinate,Aberdeen
