condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 trialType	 easySide	 accuracy	 RT
linesB	 32	 89	 1	 498	 14	 383	 right	 properTrial	 left	 0	 6.164
linesB	 32	 90	 1	 493	 -19	 396	 absent	 properTrial	 right	 1	 5.830
linesB	 32	 91	 1	 493	 -19	 398	 left	 properTrial	 right	 1	 5.200
linesB	 32	 92	 1	 503	 9	 387	 absent	 properTrial	 left	 1	 7.845
linesB	 32	 93	 1	 489	 23	 398	 absent	 properTrial	 left	 1	 7.999
linesB	 32	 94	 1	 491	 21	 396	 absent	 properTrial	 left	 1	 6.007
linesB	 32	 95	 1	 493	 -19	 389	 right	 properTrial	 right	 0	 2.096
linesB	 32	 96	 1	 494	 -18	 390	 absent	 properTrial	 right	 1	 6.466
linesB	 32	 97	 1	 492	 -20	 397	 absent	 properTrial	 right	 1	 7.156
linesB	 32	 98	 1	 489	 23	 391	 absent	 properTrial	 left	 1	 5.569
linesB	 32	 99	 1	 490	 -22	 396	 left	 properTrial	 right	 1	 5.531
linesB	 32	 100	 1	 490	 -22	 399	 right	 properTrial	 right	 1	 1.192
linesB	 32	 101	 1	 497	 -15	 388	 left	 properTrial	 right	 1	 8.240
linesB	 32	 102	 1	 494	 18	 403	 absent	 properTrial	 left	 1	 7.638
linesB	 32	 103	 1	 491	 -21	 384	 absent	 properTrial	 right	 1	 8.503
linesB	 32	 104	 1	 487	 25	 395	 left	 properTrial	 left	 1	 2.066
linesB	 32	 105	 1	 496	 -16	 390	 absent	 properTrial	 right	 1	 9.285
linesB	 32	 106	 1	 481	 31	 390	 absent	 properTrial	 left	 1	 7.332
linesB	 32	 107	 1	 489	 -23	 387	 absent	 properTrial	 right	 1	 5.252
linesB	 32	 108	 1	 494	 18	 396	 left	 properTrial	 left	 1	 0.994
linesB	 32	 109	 1	 489	 23	 395	 left	 properTrial	 left	 1	 1.028
linesB	 32	 110	 1	 490	 22	 391	 right	 properTrial	 left	 0	 4.979
linesB	 32	 111	 1	 492	 -20	 399	 left	 properTrial	 right	 0	 7.993
linesB	 32	 112	 1	 490	 22	 395	 left	 properTrial	 left	 1	 1.130
linesB	 33	 17	 1	 526	 -14	 377	 left	 properTrial	 left	 1	 1.092
linesB	 33	 18	 1	 518	 6	 391	 absent	 properTrial	 right	 0	 5.746
linesB	 33	 19	 1	 499	 -13	 393	 absent	 properTrial	 right	 1	 6.682
linesB	 33	 20	 1	 508	 4	 387	 left	 properTrial	 left	 1	 0.854
linesB	 33	 21	 1	 513	 1	 381	 absent	 properTrial	 right	 1	 3.512
linesB	 33	 22	 1	 516	 4	 389	 absent	 properTrial	 right	 0	 2.587
linesB	 33	 23	 1	 521	 9	 381	 absent	 properTrial	 right	 1	 7.839
linesB	 33	 24	 1	 513	 -1	 376	 right	 properTrial	 left	 1	 1.712
linesB	 33	 25	 1	 521	 -9	 378	 left	 properTrial	 left	 1	 1.599
linesB	 33	 26	 1	 524	 -12	 395	 left	 properTrial	 left	 1	 1.187
linesB	 33	 27	 1	 514	 -2	 393	 right	 properTrial	 left	 1	 2.835
linesB	 33	 28	 1	 519	 7	 378	 absent	 properTrial	 right	 0	 2.137
linesB	 33	 29	 1	 512	 0	 391	 absent	 properTrial	 right	 0	 1.878
linesB	 33	 30	 1	 504	 8	 387	 left	 properTrial	 left	 1	 1.158
linesB	 33	 31	 1	 522	 10	 393	 absent	 properTrial	 right	 1	 5.385
linesB	 33	 32	 1	 521	 -9	 388	 absent	 properTrial	 left	 1	 5.165
linesB	 33	 33	 1	 516	 4	 387	 left	 properTrial	 right	 1	 3.572
linesB	 33	 34	 1	 504	 8	 387	 absent	 properTrial	 left	 1	 4.870
linesB	 33	 35	 1	 508	 -4	 387	 left	 properTrial	 right	 1	 2.314
linesB	 33	 36	 1	 512	 0	 400	 right	 properTrial	 left	 1	 2.322
linesB	 33	 37	 1	 503	 -9	 393	 absent	 properTrial	 right	 0	 2.184
linesB	 33	 38	 1	 509	 -3	 392	 absent	 properTrial	 right	 0	 1.363
linesB	 33	 39	 1	 505	 7	 398	 right	 properTrial	 left	 0	 4.999
linesB	 33	 40	 1	 506	 6	 398	 left	 properTrial	 left	 1	 3.316
linesB	 33	 41	 1	 504	 -8	 366	 absent	 properTrial	 right	 1	 7.779
linesB	 33	 42	 1	 506	 6	 359	 left	 properTrial	 left	 1	 1.594
linesB	 33	 43	 1	 507	 5	 355	 left	 properTrial	 left	 1	 1.415
linesB	 33	 44	 1	 503	 -9	 371	 right	 properTrial	 right	 1	 1.181
linesB	 33	 45	 1	 498	 14	 366	 absent	 properTrial	 left	 1	 6.424
linesB	 33	 46	 1	 495	 17	 368	 absent	 properTrial	 left	 1	 4.673
linesB	 33	 47	 1	 491	 -21	 368	 left	 properTrial	 right	 1	 3.324
linesB	 33	 48	 1	 487	 25	 341	 right	 properTrial	 left	 0	 6.063
linesB	 33	 49	 1	 496	 16	 362	 left	 properTrial	 left	 1	 0.821
linesB	 33	 50	 1	 500	 12	 360	 absent	 properTrial	 left	 1	 8.264
linesB	 33	 51	 1	 497	 -15	 359	 absent	 properTrial	 right	 0	 3.979
linesB	 33	 52	 1	 500	 -12	 370	 absent	 properTrial	 right	 1	 9.187
linesB	 33	 53	 1	 503	 9	 352	 absent	 properTrial	 left	 0	 7.721
linesB	 33	 54	 1	 504	 -8	 366	 left	 properTrial	 right	 1	 4.791
linesB	 33	 55	 1	 511	 1	 366	 right	 properTrial	 left	 1	 2.781
linesB	 33	 56	 1	 500	 12	 361	 right	 properTrial	 left	 0	 6.664
linesB	 33	 57	 1	 492	 -20	 347	 right	 properTrial	 right	 1	 0.983
linesB	 33	 58	 1	 504	 8	 382	 left	 properTrial	 left	 1	 0.924
linesB	 33	 59	 1	 505	 7	 360	 absent	 properTrial	 left	 1	 8.813
linesB	 33	 60	 1	 512	 0	 369	 absent	 properTrial	 left	 1	 10.018
linesB	 33	 61	 1	 505	 -7	 363	 left	 properTrial	 right	 0	 6.870
linesB	 33	 62	 1	 503	 9	 362	 absent	 properTrial	 left	 1	 9.512
linesB	 33	 63	 1	 503	 9	 359	 absent	 properTrial	 left	 1	 6.668
linesB	 33	 64	 1	 505	 -7	 365	 absent	 properTrial	 right	 1	 7.184
linesB	 33	 65	 1	 503	 9	 367	 left	 properTrial	 left	 1	 0.823
linesB	 33	 66	 1	 505	 7	 366	 absent	 properTrial	 left	 1	 7.483
linesB	 33	 67	 1	 498	 -14	 364	 absent	 properTrial	 right	 1	 5.472
linesB	 33	 68	 1	 510	 -2	 362	 absent	 properTrial	 right	 1	 8.607
linesB	 33	 69	 1	 506	 -6	 361	 absent	 properTrial	 right	 1	 8.966
linesB	 33	 70	 1	 519	 7	 366	 absent	 properTrial	 right	 1	 5.996
linesB	 33	 71	 1	 500	 -12	 354	 right	 properTrial	 right	 1	 0.978
linesB	 33	 72	 1	 505	 -7	 368	 left	 properTrial	 right	 0	 11.096
linesB	 33	 73	 1	 525	 13	 376	 right	 properTrial	 right	 1	 0.772
linesB	 33	 74	 1	 513	 1	 394	 absent	 properTrial	 right	 1	 13.199
linesB	 33	 75	 1	 518	 -6	 376	 absent	 properTrial	 left	 0	 4.588
linesB	 33	 76	 1	 501	 -11	 367	 absent	 properTrial	 right	 1	 8.719
linesB	 33	 77	 1	 515	 -3	 361	 absent	 properTrial	 left	 1	 8.101
linesB	 33	 78	 1	 507	 -5	 363	 left	 properTrial	 right	 1	 7.160
linesB	 33	 79	 1	 508	 4	 361	 left	 properTrial	 left	 1	 0.793
linesB	 33	 80	 1	 512	 0	 357	 right	 properTrial	 right	 1	 0.792
linesB	 33	 81	 1	 506	 6	 362	 left	 properTrial	 left	 1	 0.839
linesB	 33	 82	 1	 512	 0	 363	 left	 properTrial	 right	 1	 4.313
linesB	 33	 83	 1	 507	 5	 353	 right	 properTrial	 left	 1	 3.424
linesB	 33	 84	 1	 505	 7	 368	 absent	 properTrial	 left	 0	 6.800
linesB	 33	 85	 1	 505	 -7	 361	 absent	 properTrial	 right	 0	 9.054
linesB	 33	 86	 1	 509	 -3	 360	 left	 properTrial	 right	 0	 6.592
linesB	 33	 87	 1	 494	 18	 344	 right	 properTrial	 left	 1	 10.296
linesB	 33	 88	 1	 511	 1	 358	 absent	 properTrial	 left	 1	 7.449
linesB	 33	 89	 1	 504	 -8	 368	 absent	 properTrial	 right	 0	 1.807
linesB	 33	 90	 1	 508	 4	 371	 absent	 properTrial	 left	 1	 9.570
linesB	 33	 91	 1	 502	 10	 367	 absent	 properTrial	 left	 1	 5.994
linesB	 33	 92	 1	 506	 6	 366	 left	 properTrial	 left	 1	 0.685
linesB	 33	 93	 1	 500	 -12	 361	 right	 properTrial	 right	 1	 0.879
linesB	 33	 94	 1	 503	 9	 366	 left	 properTrial	 left	 1	 1.206
linesB	 33	 95	 1	 498	 -14	 348	 absent	 properTrial	 right	 0	 3.155
linesB	 33	 96	 1	 495	 -17	 356	 absent	 properTrial	 right	 1	 13.404
linesB	 33	 97	 1	 496	 -16	 372	 left	 properTrial	 right	 0	 13.603
linesB	 33	 98	 1	 496	 16	 359	 absent	 properTrial	 left	 0	 8.211
linesB	 33	 99	 1	 490	 22	 374	 absent	 properTrial	 left	 0	 5.529
linesB	 33	 100	 1	 500	 -12	 376	 absent	 properTrial	 right	 0	 6.717
linesB	 33	 101	 1	 503	 -9	 371	 right	 properTrial	 right	 1	 0.868
linesB	 33	 102	 1	 512	 0	 367	 left	 properTrial	 right	 0	 13.580
linesB	 33	 103	 1	 508	 4	 370	 right	 properTrial	 left	 1	 13.526
linesB	 33	 104	 1	 497	 15	 370	 right	 properTrial	 left	 1	 12.751
linesB	 33	 105	 1	 502	 10	 353	 right	 properTrial	 left	 0	 10.974
linesB	 33	 106	 1	 496	 16	 369	 left	 properTrial	 left	 1	 0.786
linesB	 33	 107	 1	 270	 -242	 287	 right	 properTrial	 right	 1	 0.724
linesB	 33	 108	 1	 508	 4	 375	 absent	 properTrial	 left	 1	 11.934
linesB	 33	 109	 1	 499	 -13	 366	 left	 properTrial	 right	 1	 0.776
linesB	 33	 110	 1	 500	 12	 372	 absent	 properTrial	 left	 1	 8.217
linesB	 33	 111	 1	 504	 -8	 368	 absent	 properTrial	 right	 1	 10.716
linesB	 33	 112	 1	 508	 4	 370	 absent	 properTrial	 left	 1	 7.742
linesB	 34	 17	 1	 523	 -11	 352	 left	 properTrial	 left	 1	 1.800
linesB	 34	 18	 1	 516	 -4	 349	 right	 properTrial	 left	 1	 2.391
linesB	 34	 19	 1	 508	 -4	 356	 right	 properTrial	 right	 1	 0.895
linesB	 34	 20	 1	 503	 -9	 346	 left	 properTrial	 right	 1	 5.271
linesB	 34	 21	 1	 510	 2	 336	 left	 properTrial	 left	 1	 2.215
linesB	 34	 22	 1	 509	 -3	 369	 absent	 properTrial	 right	 1	 11.523
linesB	 34	 23	 1	 512	 0	 359	 absent	 properTrial	 right	 1	 11.013
linesB	 34	 24	 1	 514	 2	 322	 right	 properTrial	 right	 1	 1.701
linesB	 34	 25	 1	 509	 3	 383	 right	 properTrial	 left	 0	 8.477
linesB	 34	 26	 1	 511	 1	 370	 absent	 properTrial	 left	 1	 9.907
linesB	 34	 27	 1	 495	 17	 343	 absent	 properTrial	 left	 1	 7.629
linesB	 34	 28	 1	 500	 12	 353	 absent	 properTrial	 left	 1	 13.179
linesB	 34	 29	 1	 508	 4	 360	 absent	 properTrial	 left	 0	 5.291
linesB	 34	 30	 1	 505	 -7	 362	 absent	 properTrial	 right	 1	 13.968
linesB	 34	 31	 1	 520	 8	 351	 right	 properTrial	 right	 1	 1.518
linesB	 34	 32	 1	 526	 -14	 336	 absent	 properTrial	 left	 1	 9.159
linesB	 34	 33	 1	 515	 3	 348	 left	 properTrial	 right	 0	 7.189
linesB	 34	 34	 1	 504	 -8	 368	 right	 properTrial	 right	 1	 1.487
linesB	 34	 35	 1	 504	 8	 336	 absent	 properTrial	 left	 1	 14.450
linesB	 34	 36	 1	 502	 10	 354	 absent	 properTrial	 left	 1	 9.099
linesB	 34	 37	 1	 505	 7	 366	 absent	 properTrial	 left	 1	 12.839
linesB	 34	 38	 1	 497	 -15	 344	 absent	 properTrial	 right	 1	 9.127
linesB	 34	 39	 1	 514	 2	 339	 left	 properTrial	 right	 0	 9.509
linesB	 34	 40	 1	 523	 11	 352	 left	 properTrial	 right	 0	 3.114
linesB	 34	 41	 1	 503	 9	 354	 absent	 properTrial	 left	 1	 9.019
linesB	 34	 42	 1	 498	 14	 353	 absent	 properTrial	 left	 1	 8.043
linesB	 34	 43	 1	 494	 -18	 382	 absent	 properTrial	 right	 1	 11.558
linesB	 34	 44	 1	 493	 -19	 368	 absent	 properTrial	 right	 1	 7.116
linesB	 34	 45	 1	 482	 30	 347	 left	 properTrial	 left	 1	 7.156
linesB	 34	 46	 1	 500	 -12	 360	 right	 properTrial	 right	 1	 0.994
linesB	 34	 47	 1	 497	 15	 343	 right	 properTrial	 left	 1	 4.624
linesB	 34	 48	 1	 499	 -13	 355	 absent	 properTrial	 right	 1	 9.054
linesB	 34	 49	 1	 503	 -9	 357	 right	 properTrial	 right	 1	 0.932
linesB	 34	 50	 1	 494	 18	 352	 absent	 properTrial	 left	 1	 8.932
linesB	 34	 51	 1	 504	 -8	 330	 absent	 properTrial	 right	 1	 10.209
linesB	 34	 52	 1	 502	 -10	 344	 right	 properTrial	 right	 1	 1.270
linesB	 34	 53	 1	 493	 -19	 345	 absent	 properTrial	 right	 1	 10.435
linesB	 34	 54	 1	 503	 -9	 354	 left	 properTrial	 right	 0	 12.181
linesB	 34	 55	 1	 502	 10	 350	 absent	 properTrial	 left	 1	 10.761
linesB	 34	 56	 1	 498	 -14	 363	 absent	 properTrial	 right	 1	 12.246
linesB	 34	 57	 1	 492	 -20	 349	 left	 properTrial	 right	 0	 11.094
linesB	 34	 58	 1	 489	 -23	 355	 right	 properTrial	 right	 1	 1.235
linesB	 34	 59	 1	 491	 -21	 346	 left	 properTrial	 right	 1	 11.477
linesB	 34	 60	 1	 501	 -11	 339	 left	 properTrial	 right	 1	 6.893
linesB	 34	 61	 1	 491	 21	 332	 absent	 properTrial	 left	 1	 13.392
linesB	 34	 62	 1	 494	 -18	 346	 right	 properTrial	 right	 1	 0.972
linesB	 34	 63	 1	 494	 18	 334	 right	 properTrial	 left	 1	 1.202
linesB	 34	 64	 1	 501	 11	 334	 absent	 properTrial	 left	 1	 14.525
linesB	 34	 65	 1	 487	 25	 405	 absent	 properTrial	 left	 1	 8.094
linesB	 34	 66	 1	 482	 30	 420	 left	 properTrial	 left	 1	 1.445
linesB	 34	 67	 1	 477	 -35	 416	 absent	 properTrial	 right	 1	 12.118
linesB	 34	 68	 1	 466	 -46	 414	 left	 properTrial	 right	 1	 15.592
linesB	 34	 69	 1	 476	 -36	 424	 absent	 properTrial	 right	 1	 11.777
linesB	 34	 70	 1	 473	 39	 415	 right	 properTrial	 left	 1	 2.005
linesB	 34	 71	 1	 477	 -35	 383	 left	 properTrial	 right	 0	 19.923
linesB	 34	 72	 1	 473	 39	 424	 absent	 properTrial	 left	 1	 9.972
linesB	 34	 73	 1	 484	 -28	 381	 right	 properTrial	 right	 1	 1.478
linesB	 34	 74	 1	 485	 27	 415	 right	 properTrial	 left	 1	 3.077
linesB	 34	 75	 1	 484	 -28	 407	 absent	 properTrial	 right	 1	 21.482
linesB	 34	 76	 1	 473	 -39	 383	 right	 properTrial	 right	 1	 0.787
linesB	 34	 77	 1	 475	 -37	 409	 absent	 properTrial	 right	 0	 12.914
linesB	 34	 78	 1	 463	 -49	 412	 left	 properTrial	 right	 0	 11.605
linesB	 34	 79	 1	 473	 -39	 394	 absent	 properTrial	 right	 1	 12.546
linesB	 34	 80	 1	 480	 -32	 392	 absent	 properTrial	 right	 0	 5.345
linesB	 34	 81	 1	 473	 39	 394	 absent	 properTrial	 left	 1	 17.948
linesB	 34	 82	 1	 482	 30	 373	 absent	 properTrial	 left	 0	 9.918
linesB	 34	 83	 1	 473	 -39	 421	 right	 properTrial	 right	 1	 1.219
linesB	 34	 84	 1	 466	 46	 389	 left	 properTrial	 left	 1	 1.021
linesB	 34	 85	 1	 476	 36	 383	 absent	 properTrial	 left	 1	 11.003
linesB	 34	 86	 1	 478	 -34	 381	 right	 properTrial	 right	 1	 0.613
linesB	 34	 87	 1	 484	 28	 369	 absent	 properTrial	 left	 1	 8.941
linesB	 34	 88	 1	 479	 -33	 376	 left	 properTrial	 right	 1	 4.626
linesB	 34	 89	 1	 482	 30	 406	 left	 properTrial	 left	 1	 0.701
linesB	 34	 90	 1	 472	 40	 381	 left	 properTrial	 left	 1	 0.720
linesB	 34	 91	 1	 473	 39	 381	 absent	 properTrial	 left	 1	 8.846
linesB	 34	 92	 1	 473	 39	 349	 left	 properTrial	 left	 1	 0.862
linesB	 34	 93	 1	 486	 26	 381	 absent	 properTrial	 left	 1	 7.841
linesB	 34	 94	 1	 483	 -29	 392	 left	 properTrial	 right	 1	 8.997
linesB	 34	 95	 1	 476	 36	 393	 right	 properTrial	 left	 1	 1.280
linesB	 34	 96	 1	 474	 -38	 408	 absent	 properTrial	 right	 1	 9.269
linesB	 34	 97	 1	 482	 30	 386	 absent	 properTrial	 left	 0	 8.768
linesB	 34	 98	 1	 477	 -35	 400	 absent	 properTrial	 right	 1	 7.514
linesB	 34	 99	 1	 0	 0	 0	 absent	 properTrial	 right	 1	 10.695
linesB	 34	 100	 1	 463	 -49	 403	 left	 properTrial	 right	 1	 3.390
linesB	 34	 101	 1	 466	 -46	 389	 absent	 properTrial	 right	 1	 8.814
linesB	 34	 102	 1	 477	 35	 367	 right	 properTrial	 left	 0	 5.050
linesB	 34	 103	 1	 481	 31	 419	 absent	 properTrial	 left	 1	 14.585
linesB	 34	 104	 1	 480	 -32	 379	 left	 properTrial	 right	 0	 10.435
linesB	 34	 105	 1	 469	 -43	 394	 right	 properTrial	 right	 1	 0.725
linesB	 34	 106	 1	 489	 23	 360	 absent	 properTrial	 left	 1	 6.467
linesB	 34	 107	 1	 475	 37	 375	 left	 properTrial	 left	 1	 0.710
linesB	 34	 108	 1	 473	 39	 379	 right	 properTrial	 left	 0	 5.535
linesB	 34	 109	 1	 470	 -42	 397	 absent	 properTrial	 right	 1	 9.075
linesB	 34	 110	 1	 485	 -27	 375	 absent	 properTrial	 right	 1	 12.443
linesB	 34	 111	 1	 488	 -24	 363	 right	 properTrial	 right	 1	 0.652
linesB	 34	 112	 1	 478	 34	 369	 absent	 properTrial	 left	 0	 6.225
linesB	 35	 17	 1	 505	 7	 375	 left	 properTrial	 left	 1	 1.092
linesB	 35	 18	 1	 519	 -7	 378	 right	 properTrial	 left	 1	 8.816
linesB	 35	 19	 1	 510	 -2	 381	 right	 properTrial	 right	 0	 23.011
linesB	 35	 20	 1	 503	 -9	 383	 left	 properTrial	 right	 1	 8.252
linesB	 35	 21	 1	 483	 29	 390	 left	 properTrial	 left	 1	 1.702
linesB	 35	 22	 1	 486	 -26	 382	 absent	 properTrial	 right	 0	 11.728
linesB	 35	 23	 1	 510	 -2	 383	 absent	 properTrial	 right	 0	 12.424
linesB	 35	 24	 1	 512	 0	 373	 right	 properTrial	 right	 1	 1.014
linesB	 35	 25	 1	 522	 -10	 375	 right	 properTrial	 left	 0	 13.288
linesB	 35	 26	 1	 514	 -2	 368	 absent	 properTrial	 left	 0	 17.158
linesB	 35	 27	 1	 497	 15	 395	 absent	 properTrial	 left	 0	 2.361
linesB	 35	 28	 1	 519	 -7	 356	 absent	 properTrial	 left	 1	 13.591
linesB	 35	 29	 1	 504	 8	 360	 absent	 properTrial	 left	 0	 15.554
linesB	 35	 30	 1	 501	 -11	 366	 absent	 properTrial	 right	 1	 19.587
linesB	 35	 31	 1	 515	 3	 358	 right	 properTrial	 right	 1	 1.682
linesB	 35	 32	 1	 510	 2	 379	 absent	 properTrial	 left	 0	 3.107
linesB	 35	 33	 1	 482	 -30	 389	 left	 properTrial	 right	 0	 12.650
linesB	 35	 34	 1	 469	 -43	 353	 right	 properTrial	 right	 1	 2.150
linesB	 35	 35	 1	 496	 16	 334	 absent	 properTrial	 left	 1	 36.180
linesB	 35	 36	 1	 485	 27	 371	 absent	 properTrial	 left	 1	 18.000
linesB	 35	 37	 1	 507	 5	 353	 absent	 properTrial	 left	 1	 14.025
linesB	 35	 38	 1	 500	 -12	 361	 absent	 properTrial	 right	 1	 20.396
linesB	 35	 39	 1	 504	 -8	 370	 left	 properTrial	 right	 0	 20.046
linesB	 35	 40	 1	 469	 -43	 325	 left	 properTrial	 right	 1	 13.549
linesB	 35	 41	 1	 517	 -5	 401	 absent	 properTrial	 left	 1	 10.103
linesB	 35	 42	 1	 505	 7	 389	 absent	 properTrial	 left	 1	 21.520
linesB	 35	 43	 1	 461	 -51	 405	 absent	 properTrial	 right	 0	 14.120
linesB	 35	 44	 1	 486	 -26	 398	 absent	 properTrial	 right	 1	 26.118
linesB	 35	 45	 1	 503	 9	 354	 left	 properTrial	 left	 1	 12.191
linesB	 35	 46	 1	 495	 -17	 375	 right	 properTrial	 right	 1	 1.771
linesB	 35	 47	 1	 485	 27	 381	 right	 properTrial	 left	 1	 1.562
linesB	 35	 48	 1	 490	 -22	 384	 absent	 properTrial	 right	 1	 14.432
linesB	 35	 49	 1	 500	 -12	 407	 right	 properTrial	 right	 1	 4.517
linesB	 35	 50	 1	 323	 189	 307	 absent	 properTrial	 left	 1	 23.079
linesB	 35	 51	 1	 477	 -35	 357	 absent	 properTrial	 right	 1	 14.872
linesB	 35	 52	 1	 526	 14	 343	 right	 properTrial	 right	 1	 1.408
linesB	 35	 53	 1	 502	 -10	 395	 absent	 properTrial	 right	 0	 12.322
linesB	 35	 54	 1	 480	 -32	 383	 left	 properTrial	 right	 0	 8.574
linesB	 35	 55	 1	 492	 20	 387	 absent	 properTrial	 left	 1	 28.246
linesB	 35	 56	 1	 510	 -2	 399	 absent	 properTrial	 right	 1	 9.534
linesB	 35	 57	 1	 477	 -35	 364	 left	 properTrial	 right	 0	 16.917
linesB	 35	 58	 1	 468	 -44	 399	 right	 properTrial	 right	 1	 4.213
linesB	 35	 59	 1	 507	 -5	 393	 left	 properTrial	 right	 0	 21.701
linesB	 35	 60	 1	 483	 -29	 397	 left	 properTrial	 right	 0	 29.123
linesB	 35	 61	 1	 501	 11	 400	 absent	 properTrial	 left	 0	 10.534
linesB	 35	 62	 1	 516	 4	 387	 right	 properTrial	 right	 1	 1.020
linesB	 35	 63	 1	 504	 8	 413	 right	 properTrial	 left	 1	 16.493
linesB	 35	 64	 1	 514	 -2	 389	 absent	 properTrial	 left	 1	 14.938
linesB	 35	 65	 1	 495	 17	 402	 absent	 properTrial	 left	 1	 8.525
linesB	 35	 66	 1	 542	 -30	 373	 left	 properTrial	 left	 1	 0.908
linesB	 35	 67	 1	 493	 -19	 361	 absent	 properTrial	 right	 1	 26.422
linesB	 35	 68	 1	 459	 -53	 383	 left	 properTrial	 right	 0	 18.366
linesB	 35	 69	 1	 492	 -20	 372	 absent	 properTrial	 right	 1	 17.898
linesB	 35	 70	 1	 498	 14	 401	 right	 properTrial	 left	 0	 23.165
linesB	 35	 71	 1	 487	 -25	 388	 left	 properTrial	 right	 0	 20.768
linesB	 35	 72	 1	 482	 30	 395	 absent	 properTrial	 left	 1	 39.359
linesB	 35	 73	 1	 484	 -28	 382	 right	 properTrial	 right	 1	 26.610
linesB	 35	 74	 1	 497	 15	 386	 right	 properTrial	 left	 1	 14.345
linesB	 35	 75	 1	 516	 4	 372	 absent	 properTrial	 right	 1	 11.925
linesB	 35	 76	 1	 490	 -22	 396	 right	 properTrial	 right	 1	 2.094
linesB	 35	 77	 1	 516	 4	 405	 absent	 properTrial	 right	 1	 15.153
linesB	 35	 78	 1	 487	 -25	 375	 left	 properTrial	 right	 0	 14.490
linesB	 35	 79	 1	 495	 -17	 377	 absent	 properTrial	 right	 1	 27.263
linesB	 35	 80	 1	 515	 3	 337	 absent	 properTrial	 right	 1	 30.454
linesB	 35	 81	 1	 509	 3	 346	 absent	 properTrial	 left	 1	 16.161
linesB	 35	 82	 1	 490	 22	 341	 absent	 properTrial	 left	 0	 20.862
linesB	 35	 83	 1	 486	 -26	 389	 right	 properTrial	 right	 1	 1.153
linesB	 35	 84	 1	 509	 3	 377	 left	 properTrial	 left	 1	 4.208
linesB	 35	 85	 1	 484	 28	 347	 absent	 properTrial	 left	 1	 18.484
linesB	 35	 86	 1	 483	 -29	 389	 right	 properTrial	 right	 1	 0.923
linesB	 35	 87	 1	 487	 25	 387	 absent	 properTrial	 left	 1	 12.196
linesB	 35	 88	 1	 479	 -33	 367	 left	 properTrial	 right	 1	 3.229
linesB	 35	 89	 1	 521	 -9	 388	 left	 properTrial	 left	 1	 0.770
linesB	 35	 90	 1	 527	 -15	 375	 left	 properTrial	 left	 1	 0.905
linesB	 35	 91	 1	 641	 -129	 357	 absent	 properTrial	 left	 1	 20.327
linesB	 35	 92	 1	 478	 34	 387	 left	 properTrial	 left	 1	 0.947
linesB	 35	 93	 1	 529	 -17	 339	 absent	 properTrial	 left	 1	 8.962
linesB	 35	 94	 1	 473	 -39	 383	 left	 properTrial	 right	 0	 10.440
linesB	 35	 95	 1	 485	 27	 383	 right	 properTrial	 left	 1	 3.039
linesB	 35	 96	 1	 508	 -4	 378	 absent	 properTrial	 right	 1	 23.433
linesB	 35	 97	 1	 493	 19	 381	 absent	 properTrial	 left	 1	 19.918
linesB	 35	 98	 1	 470	 -42	 380	 absent	 properTrial	 right	 1	 22.462
linesB	 35	 99	 1	 500	 -12	 372	 absent	 properTrial	 right	 1	 8.073
linesB	 35	 100	 1	 491	 -21	 344	 left	 properTrial	 right	 0	 15.337
linesB	 35	 101	 1	 486	 -26	 379	 absent	 properTrial	 right	 1	 21.781
linesB	 35	 102	 1	 509	 3	 365	 right	 properTrial	 left	 1	 17.891
linesB	 35	 103	 1	 496	 16	 359	 absent	 properTrial	 left	 1	 34.457
linesB	 35	 104	 1	 507	 -5	 391	 left	 properTrial	 right	 1	 7.477
linesB	 35	 105	 1	 501	 -11	 394	 right	 properTrial	 right	 1	 0.995
linesB	 35	 106	 1	 499	 13	 383	 absent	 properTrial	 left	 1	 17.236
linesB	 35	 107	 1	 505	 7	 363	 left	 properTrial	 left	 1	 0.700
linesB	 35	 108	 1	 472	 40	 362	 right	 properTrial	 left	 1	 0.802
linesB	 35	 109	 1	 493	 -19	 380	 absent	 properTrial	 right	 1	 25.824
linesB	 35	 110	 1	 520	 8	 357	 absent	 properTrial	 right	 1	 29.166
linesB	 35	 111	 1	 509	 -3	 361	 right	 properTrial	 right	 1	 1.123
linesB	 35	 112	 1	 537	 -25	 355	 absent	 properTrial	 left	 1	 13.863
linesB	 41	 17	 1	 518	 6	 388	 right	 properTrial	 right	 1	 0.886
linesB	 41	 18	 1	 537	 25	 375	 absent	 properTrial	 right	 1	 2.042
linesB	 41	 19	 1	 520	 8	 374	 right	 properTrial	 right	 1	 0.713
linesB	 41	 20	 1	 512	 0	 371	 absent	 properTrial	 left	 1	 2.367
linesB	 41	 21	 1	 517	 5	 369	 right	 properTrial	 right	 1	 0.626
linesB	 41	 22	 1	 520	 -8	 363	 absent	 properTrial	 left	 1	 1.559
linesB	 41	 23	 1	 514	 2	 365	 right	 properTrial	 right	 0	 1.535
linesB	 41	 24	 1	 512	 0	 378	 absent	 properTrial	 right	 1	 5.764
linesB	 41	 25	 1	 513	 1	 355	 left	 properTrial	 right	 0	 6.156
linesB	 41	 26	 1	 516	 -4	 382	 right	 properTrial	 left	 0	 7.382
linesB	 41	 27	 1	 506	 -6	 387	 right	 properTrial	 right	 1	 0.795
linesB	 41	 28	 1	 513	 1	 360	 left	 properTrial	 right	 0	 6.478
