condition	 subNum	 trialNo	 fixNo	 xFix	 xFixFlip	 yFix	 targSide	 trialType	 easySide	 accuracy	 RT
linesB	 78	 52	 1	 516	 -4	 387	 absent	 properTrial	 left	 1	 8.769
linesB	 78	 53	 1	 512	 0	 392	 absent	 properTrial	 right	 1	 11.675
linesB	 78	 54	 1	 518	 -6	 415	 absent	 properTrial	 left	 0	 8.074
linesB	 78	 55	 1	 509	 3	 436	 absent	 properTrial	 left	 1	 24.808
linesB	 78	 56	 1	 523	 -11	 417	 left	 properTrial	 left	 1	 0.887
linesB	 78	 57	 1	 513	 -1	 404	 absent	 properTrial	 left	 1	 8.638
linesB	 78	 58	 1	 517	 5	 405	 absent	 properTrial	 right	 1	 10.105
linesB	 78	 59	 1	 527	 15	 394	 absent	 properTrial	 right	 1	 14.957
linesB	 78	 60	 1	 531	 19	 413	 right	 properTrial	 right	 1	 0.884
linesB	 78	 61	 1	 518	 6	 402	 absent	 properTrial	 right	 1	 14.404
linesB	 78	 62	 1	 527	 15	 399	 absent	 properTrial	 right	 0	 12.087
linesB	 78	 63	 1	 509	 3	 422	 left	 properTrial	 left	 1	 2.624
linesB	 78	 64	 1	 524	 12	 385	 right	 properTrial	 right	 1	 1.289
linesB	 78	 65	 1	 523	 11	 374	 right	 properTrial	 right	 1	 0.903
linesB	 78	 66	 1	 524	 -12	 351	 absent	 properTrial	 left	 1	 10.949
linesB	 78	 67	 1	 511	 -1	 367	 absent	 properTrial	 right	 1	 8.540
linesB	 78	 68	 1	 515	 3	 378	 absent	 properTrial	 right	 1	 8.444
linesB	 78	 69	 1	 506	 6	 368	 left	 properTrial	 left	 1	 1.042
linesB	 78	 70	 1	 525	 13	 369	 left	 properTrial	 right	 0	 11.212
linesB	 78	 71	 1	 495	 17	 410	 absent	 properTrial	 left	 1	 14.577
linesB	 78	 72	 1	 502	 10	 390	 left	 properTrial	 left	 0	 0.697
linesB	 78	 73	 1	 487	 -25	 391	 absent	 properTrial	 right	 1	 13.623
linesB	 78	 74	 1	 508	 -4	 398	 absent	 properTrial	 right	 1	 14.562
linesB	 78	 75	 1	 507	 5	 390	 right	 properTrial	 left	 1	 5.275
linesB	 78	 76	 1	 514	 -2	 372	 right	 properTrial	 left	 1	 1.732
linesB	 78	 77	 1	 517	 5	 382	 absent	 properTrial	 right	 1	 9.467
linesB	 78	 78	 1	 505	 -7	 383	 absent	 properTrial	 right	 1	 9.328
linesB	 78	 79	 1	 516	 4	 373	 left	 properTrial	 right	 1	 2.783
linesB	 78	 80	 1	 505	 7	 369	 right	 properTrial	 left	 0	 9.437
linesB	 78	 81	 1	 491	 -21	 402	 right	 properTrial	 right	 1	 0.818
linesB	 78	 82	 1	 498	 14	 377	 absent	 properTrial	 left	 1	 9.266
linesB	 78	 83	 1	 504	 -8	 399	 absent	 properTrial	 right	 1	 9.932
linesB	 78	 84	 1	 492	 20	 380	 left	 properTrial	 left	 1	 1.080
linesB	 78	 85	 1	 512	 0	 352	 absent	 properTrial	 right	 0	 3.960
linesB	 78	 86	 1	 491	 -21	 415	 right	 properTrial	 right	 1	 1.167
linesB	 78	 87	 1	 497	 15	 384	 absent	 properTrial	 left	 1	 8.572
linesB	 78	 88	 1	 507	 -5	 398	 left	 properTrial	 right	 1	 7.260
linesB	 78	 89	 1	 497	 15	 390	 right	 properTrial	 left	 0	 5.234
linesB	 78	 90	 1	 481	 -31	 376	 absent	 properTrial	 right	 1	 8.438
linesB	 78	 91	 1	 491	 -21	 368	 left	 properTrial	 right	 0	 10.083
linesB	 78	 92	 1	 485	 -27	 391	 left	 properTrial	 right	 1	 2.662
linesB	 78	 93	 1	 495	 -17	 374	 absent	 properTrial	 right	 1	 12.043
linesB	 78	 94	 1	 501	 11	 375	 right	 properTrial	 left	 1	 6.996
linesB	 78	 95	 1	 500	 12	 379	 left	 properTrial	 left	 1	 0.803
linesB	 78	 96	 1	 492	 20	 373	 left	 properTrial	 left	 1	 1.222
linesB	 78	 97	 1	 501	 11	 354	 absent	 properTrial	 left	 1	 13.536
linesB	 78	 98	 1	 496	 16	 393	 absent	 properTrial	 left	 1	 4.992
linesB	 78	 99	 1	 492	 20	 392	 left	 properTrial	 left	 1	 0.582
linesB	 78	 100	 1	 0	 0	 0	 absent	 properTrial	 left	 1	 12.217
linesB	 78	 101	 1	 503	 9	 392	 absent	 properTrial	 left	 1	 10.244
linesB	 78	 102	 1	 495	 17	 383	 right	 properTrial	 left	 1	 4.073
linesB	 78	 103	 1	 514	 2	 368	 right	 properTrial	 right	 1	 0.741
linesB	 78	 104	 1	 504	 8	 361	 absent	 properTrial	 left	 1	 6.533
linesB	 78	 105	 1	 505	 7	 386	 absent	 properTrial	 left	 1	 9.490
linesB	 78	 106	 1	 504	 -8	 366	 absent	 properTrial	 right	 1	 6.935
linesB	 78	 107	 1	 502	 10	 362	 left	 properTrial	 left	 1	 0.770
linesB	 78	 108	 1	 503	 9	 349	 absent	 properTrial	 left	 1	 9.743
linesB	 78	 109	 1	 513	 1	 356	 left	 properTrial	 right	 0	 7.941
linesB	 78	 110	 1	 484	 28	 393	 left	 properTrial	 left	 1	 0.882
linesB	 78	 111	 1	 494	 18	 367	 absent	 properTrial	 left	 1	 15.119
linesB	 78	 112	 1	 512	 0	 370	 absent	 properTrial	 right	 1	 9.300
