"condition","subject","trialNum","targSide","RT","accuracy"
"1314","linesB","24",82,"absent",4.594,1
"1315","linesB","24",83,"absent",5.117,1
"1316","linesB","24",84,"hard",4.537,0
"1317","linesB","24",85,"easy",0.639,1
"1318","linesB","24",86,"hard",2.655,1
"1319","linesB","24",87,"absent",7.274,1
"1320","linesB","24",88,"hard",9.983,0
"1321","linesB","24",89,"absent",4.146,1
"1322","linesB","24",90,"easy",0.848,1
"1323","linesB","24",91,"absent",12.139,1
"1324","linesB","24",92,"hard",4.736,0
"1325","linesB","24",93,"absent",5.982,1
"1326","linesB","24",94,"easy",0.738,1
"1327","linesB","24",95,"absent",9.221,1
"1328","linesB","24",96,"easy",0.8,1
"1329","linesB","24",97,"absent",6.363,1
"1330","linesB","24",98,"absent",6.305,1
"1331","linesB","24",99,"absent",6.915,1
"1332","linesB","24",100,"easy",0.964,1
"1333","linesB","24",101,"easy",0.642,1
"1334","linesB","24",102,"absent",5.692,1
"1335","linesB","24",103,"hard",6.371,0
"1336","linesB","24",104,"easy",0.891,1
"1337","linesB","24",105,"absent",9.555,1
"1338","linesB","24",106,"absent",5.296,1
"1339","linesB","24",107,"hard",6.428,0
"1340","linesB","24",108,"absent",3.699,1
"1341","linesB","24",109,"hard",2.41,1
"1342","linesB","24",110,"absent",6.3,0
"1343","linesB","24",111,"hard",7.632,0
"1344","linesB","24",112,"hard",8.087,0
"1345","linesB","25",17,"absent",5.923,0
"1346","linesB","25",18,"absent",3.811,0
"1347","linesB","25",19,"absent",17.727,0
"1348","linesB","25",20,"absent",8.412,1
"1349","linesB","25",21,"absent",6.845,1
"1350","linesB","25",22,"hard",9.036,0
"1351","linesB","25",23,"easy",1.725,1
"1352","linesB","25",24,"absent",17.171,1
"1353","linesB","25",25,"hard",15.569,0
"1354","linesB","25",26,"absent",5.534,0
"1355","linesB","25",27,"hard",2.044,1
"1356","linesB","25",28,"absent",10.48,1
"1357","linesB","25",29,"absent",10.369,1
"1358","linesB","25",30,"easy",1.461,1
"1359","linesB","25",31,"absent",11.847,1
"1360","linesB","25",32,"easy",1.274,1
"1361","linesB","25",33,"absent",8.868,1
"1362","linesB","25",34,"hard",14.437,0
"1363","linesB","25",35,"hard",3.776,1
"1364","linesB","25",36,"hard",14.457,1
"1365","linesB","25",37,"absent",10.61,1
"1366","linesB","25",38,"easy",1.145,1
"1367","linesB","25",39,"easy",3.026,1
"1368","linesB","25",40,"easy",0.93,1
"1369","linesB","25",41,"hard",1.327,1
"1370","linesB","25",42,"absent",12.22,1
"1371","linesB","25",43,"absent",4.772,1
"1372","linesB","25",44,"hard",5.787,0
"1373","linesB","25",45,"absent",6.383,1
"1374","linesB","25",46,"absent",8.407,1
"1375","linesB","25",47,"absent",9.467,1
"1376","linesB","25",48,"absent",4.938,1
"1377","linesB","25",49,"absent",5.035,1
"1378","linesB","25",50,"absent",6.723,1
"1379","linesB","25",51,"absent",5.329,1
"1380","linesB","25",52,"hard",3.434,1
"1381","linesB","25",53,"hard",10.809,0
"1382","linesB","25",54,"absent",8.723,1
"1383","linesB","25",55,"easy",3.607,1
"1384","linesB","25",56,"absent",6.882,1
"1385","linesB","25",57,"easy",0.93,1
"1386","linesB","25",58,"easy",0.652,1
"1387","linesB","25",59,"easy",0.937,1
"1388","linesB","25",60,"absent",8.391,1
"1389","linesB","25",61,"hard",7.003,0
"1390","linesB","25",62,"easy",0.713,1
"1391","linesB","25",63,"hard",7.707,0
"1392","linesB","25",64,"easy",1.071,1
"1393","linesB","25",65,"absent",8.045,1
"1394","linesB","25",66,"easy",1.185,1
"1395","linesB","25",67,"hard",7,0
"1396","linesB","25",68,"absent",6.626,1
"1397","linesB","25",69,"easy",0.8,1
"1398","linesB","25",70,"easy",2.099,1
"1399","linesB","25",71,"absent",7.58,1
"1400","linesB","25",72,"absent",3.057,1
"1401","linesB","25",73,"absent",8.425,1
"1402","linesB","25",74,"absent",2.641,0
"1403","linesB","25",75,"absent",8.298,1
"1404","linesB","25",76,"absent",6.239,1
"1405","linesB","25",77,"absent",6.03,1
"1406","linesB","25",78,"easy",0.936,1
"1407","linesB","25",79,"easy",1.118,1
"1408","linesB","25",80,"hard",8.998,1
"1409","linesB","25",81,"hard",3.825,1
"1410","linesB","25",82,"absent",5.901,1
"1411","linesB","25",83,"absent",5.29,1
"1412","linesB","25",84,"hard",4.207,0
"1413","linesB","25",85,"easy",1.201,1
"1414","linesB","25",86,"hard",4.956,0
"1415","linesB","25",87,"absent",9.275,1
"1416","linesB","25",88,"hard",9.591,0
"1417","linesB","25",89,"absent",4.77,1
"1418","linesB","25",90,"easy",0.951,1
"1419","linesB","25",91,"absent",7.637,1
"1420","linesB","25",92,"hard",7.061,0
"1421","linesB","25",93,"absent",9.607,1
"1422","linesB","25",94,"easy",0.944,1
"1423","linesB","25",95,"absent",7.338,1
"1424","linesB","25",96,"easy",0.809,1
"1425","linesB","25",97,"absent",6.948,1
"1426","linesB","25",98,"absent",11.882,1
"1427","linesB","25",99,"absent",5.841,1
"1428","linesB","25",100,"easy",1.019,1
"1429","linesB","25",101,"easy",0.759,1
"1430","linesB","25",102,"absent",7.647,1
"1431","linesB","25",103,"hard",2.836,1
"1432","linesB","25",104,"easy",0.953,1
"1433","linesB","25",105,"absent",5.767,1
"1434","linesB","25",106,"absent",6.439,1
"1435","linesB","25",107,"hard",4.292,0
"1436","linesB","25",108,"absent",4.048,1
"1437","linesB","25",109,"hard",7.417,0
"1438","linesB","25",110,"absent",6.986,1
"1439","linesB","25",111,"hard",8.958,0
"1440","linesB","25",112,"hard",5.891,0
"1441","linesB","31",17,"easy",1.077,1
"1442","linesB","31",18,"hard",6.161,1
"1443","linesB","31",19,"easy",1.232,1
"1444","linesB","31",20,"hard",19.806,1
"1445","linesB","31",21,"easy",1.005,1
"1446","linesB","31",22,"absent",27.655,1
"1447","linesB","31",23,"absent",19.485,1
"1448","linesB","31",24,"easy",0.912,1
"1449","linesB","31",25,"hard",21.934,0
"1450","linesB","31",26,"absent",29.526,1
"1451","linesB","31",27,"absent",24.074,1
"1452","linesB","31",28,"absent",24.864,1
"1453","linesB","31",29,"absent",36.8,1
"1454","linesB","31",30,"absent",32.987,1
"1455","linesB","31",31,"easy",1.385,1
"1456","linesB","31",32,"absent",32.639,1
"1457","linesB","31",33,"hard",30.699,1
"1458","linesB","31",34,"easy",1.032,1
"1459","linesB","31",35,"absent",33.227,1
"1460","linesB","31",36,"absent",29.893,1
"1461","linesB","31",37,"absent",31.513,1
"1462","linesB","31",38,"absent",31.619,1
"1463","linesB","31",39,"hard",19.696,1
"1464","linesB","31",40,"hard",26.64,0
"1465","linesB","31",41,"absent",22.869,1
"1466","linesB","31",42,"absent",27.541,1
"1467","linesB","31",43,"absent",32.78,1
"1468","linesB","31",44,"absent",31.995,1
"1469","linesB","31",45,"easy",1.9,1
"1470","linesB","31",46,"easy",1.136,1
"1471","linesB","31",47,"hard",6.791,0
"1472","linesB","31",48,"absent",19.973,1
"1473","linesB","31",49,"easy",0.844,1
"1474","linesB","31",50,"absent",19.907,1
"1475","linesB","31",51,"absent",24.661,1
"1476","linesB","31",52,"easy",1.208,1
"1477","linesB","31",53,"absent",21.725,1
"1478","linesB","31",54,"hard",16.362,1
"1479","linesB","31",55,"absent",19.753,1
"1480","linesB","31",56,"absent",17.511,1
"1481","linesB","31",57,"hard",26.36,1
"1482","linesB","31",58,"easy",1.092,1
"1483","linesB","31",59,"hard",23.935,0
"1484","linesB","31",60,"hard",29.805,0
"1485","linesB","31",61,"absent",24.384,1
"1486","linesB","31",62,"easy",0.893,1
"1487","linesB","31",63,"hard",5.044,1
"1488","linesB","31",64,"absent",25.824,1
"1489","linesB","31",65,"absent",22.35,1
"1490","linesB","31",66,"easy",0.798,1
"1491","linesB","31",67,"absent",25.703,1
"1492","linesB","31",68,"hard",24.131,1
"1493","linesB","31",69,"absent",21.607,1
"1494","linesB","31",70,"hard",2.353,1
"1495","linesB","31",71,"hard",11.979,1
"1496","linesB","31",72,"absent",22.885,1
"1497","linesB","31",73,"easy",0.984,1
"1498","linesB","31",74,"hard",11,1
"1499","linesB","31",75,"absent",16.194,1
"1500","linesB","31",76,"easy",0.992,1
"1501","linesB","31",77,"absent",14.863,1
"1502","linesB","31",78,"hard",14.881,0
"1503","linesB","31",79,"absent",15.69,1
"1504","linesB","31",80,"absent",17.658,1
"1505","linesB","31",81,"absent",8.051,1
"1506","linesB","31",82,"absent",9.255,1
"1507","linesB","31",83,"easy",0.82,1
"1508","linesB","31",84,"easy",0.823,1
"1509","linesB","31",85,"absent",25.759,0
"1510","linesB","31",86,"easy",0.909,1
"1511","linesB","31",87,"absent",10.623,1
"1512","linesB","31",88,"hard",5.58,0
"1513","linesB","31",89,"easy",0.922,1
"1514","linesB","31",90,"easy",0.791,1
"1515","linesB","31",91,"absent",6.994,1
"1516","linesB","31",92,"easy",0.789,1
"1517","linesB","31",93,"absent",7.302,1
"1518","linesB","31",94,"hard",7.441,0
"1519","linesB","31",95,"hard",1.29,1
"1520","linesB","31",96,"absent",8.423,1
"1521","linesB","31",97,"absent",12.189,1
"1522","linesB","31",98,"absent",11.842,1
"1523","linesB","31",99,"absent",11.289,1
"1524","linesB","31",100,"hard",5.694,0
"1525","linesB","31",101,"absent",7.576,1
"1526","linesB","31",102,"hard",1.898,1
"1527","linesB","31",103,"absent",5.494,1
"1528","linesB","31",104,"hard",6.74,0
"1529","linesB","31",105,"easy",0.764,1
"1530","linesB","31",106,"absent",9.2,1
"1531","linesB","31",107,"easy",0.717,1
"1532","linesB","31",108,"hard",0.876,1
"1533","linesB","31",109,"absent",6.406,1
"1534","linesB","31",110,"absent",5.535,1
"1535","linesB","31",111,"easy",0.77,1
"1536","linesB","31",112,"absent",9.787,1
"1537","linesB","32",17,"easy",3.924,1
"1538","linesB","32",18,"absent",5.444,0
"1539","linesB","32",19,"absent",3.569,0
"1540","linesB","32",20,"easy",1.527,1
"1541","linesB","32",21,"hard",2.988,1
"1542","linesB","32",22,"absent",5.646,0
"1543","linesB","32",23,"absent",6.804,1
"1544","linesB","32",24,"easy",9.051,0
"1545","linesB","32",25,"absent",1.824,0
"1546","linesB","32",26,"easy",1.617,1
"1547","linesB","32",27,"easy",1.043,1
"1548","linesB","32",28,"hard",6.651,0
"1549","linesB","32",29,"easy",0.925,1
"1550","linesB","32",30,"absent",3.983,1
"1551","linesB","32",31,"absent",4.358,1
"1552","linesB","32",32,"absent",4.613,1
"1553","linesB","32",33,"absent",5.938,1
"1554","linesB","32",34,"absent",4.691,1
"1555","linesB","32",35,"hard",4.33,0
"1556","linesB","32",36,"hard",6.483,0
"1557","linesB","32",37,"hard",6.844,1
"1558","linesB","32",38,"absent",4.55,1
"1559","linesB","32",39,"absent",3.779,1
"1560","linesB","32",40,"hard",4.895,0
"1561","linesB","32",41,"absent",2.491,0
"1562","linesB","32",42,"absent",7.877,1
"1563","linesB","32",43,"absent",4.588,1
"1564","linesB","32",44,"easy",1.812,1
"1565","linesB","32",45,"absent",6.602,1
"1566","linesB","32",46,"hard",1.662,1
"1567","linesB","32",47,"absent",6.798,1
"1568","linesB","32",48,"easy",5.165,1
"1569","linesB","32",49,"absent",9.154,1
"1570","linesB","32",50,"absent",7.392,1
"1571","linesB","32",51,"hard",10.05,0
"1572","linesB","32",52,"easy",4.479,1
"1573","linesB","32",53,"hard",7.276,0
"1574","linesB","32",54,"hard",3.578,1
"1575","linesB","32",55,"absent",10.635,1
"1576","linesB","32",56,"hard",7.692,0
"1577","linesB","32",57,"absent",7.484,1
"1578","linesB","32",58,"easy",1.403,1
"1579","linesB","32",59,"absent",7.31,1
"1580","linesB","32",60,"absent",6.224,1
"1581","linesB","32",61,"easy",1.215,1
"1582","linesB","32",62,"hard",8.31,0
"1583","linesB","32",63,"absent",8.647,1
"1584","linesB","32",64,"easy",1.031,1
"1585","linesB","32",65,"hard",5.569,0
"1586","linesB","32",66,"hard",3.693,1
"1587","linesB","32",67,"absent",7.707,1
"1588","linesB","32",68,"absent",5.114,1
"1589","linesB","32",69,"easy",1.008,1
"1590","linesB","32",70,"absent",6.232,1
"1591","linesB","32",71,"easy",0.926,1
"1592","linesB","32",72,"hard",1.474,1
"1593","linesB","32",73,"hard",4.687,0
"1594","linesB","32",74,"absent",5.528,1
"1595","linesB","32",75,"easy",0.912,1
"1596","linesB","32",76,"easy",2.09,1
"1597","linesB","32",77,"easy",1.347,1
"1598","linesB","32",78,"absent",7.304,1
"1599","linesB","32",79,"absent",7.441,1
"1600","linesB","32",80,"absent",7.728,1
"1601","linesB","32",81,"absent",6.288,1
"1602","linesB","32",82,"absent",6.073,1
"1603","linesB","32",83,"hard",5.183,0
"1604","linesB","32",84,"absent",6.205,1
"1605","linesB","32",85,"hard",5.811,0
"1606","linesB","32",86,"absent",7.983,1
"1607","linesB","32",87,"absent",5.567,1
"1608","linesB","32",88,"easy",0.96,1
"1609","linesB","32",89,"hard",6.164,0
"1610","linesB","32",90,"absent",5.83,1
"1611","linesB","32",91,"hard",5.2,1
"1612","linesB","32",92,"absent",7.845,1
"1613","linesB","32",93,"absent",7.999,1
"1614","linesB","32",94,"absent",6.007,1
"1615","linesB","32",95,"easy",2.096,0
"1616","linesB","32",96,"absent",6.466,1
"1617","linesB","32",97,"absent",7.156,1
"1618","linesB","32",98,"absent",5.569,1
"1619","linesB","32",99,"hard",5.531,1
"1620","linesB","32",100,"easy",1.192,1
"1621","linesB","32",101,"hard",8.24,1
"1622","linesB","32",102,"absent",7.638,1
"1623","linesB","32",103,"absent",8.503,1
"1624","linesB","32",104,"easy",2.066,1
"1625","linesB","32",105,"absent",9.285,1
"1626","linesB","32",106,"absent",7.332,1
"1627","linesB","32",107,"absent",5.252,1
"1628","linesB","32",108,"easy",0.994,1
"1629","linesB","32",109,"easy",1.028,1
"1630","linesB","32",110,"hard",4.979,0
"1631","linesB","32",111,"hard",7.993,0
"1632","linesB","32",112,"easy",1.13,1
"1633","linesB","33",17,"easy",1.092,1
"1634","linesB","33",18,"absent",5.746,0
"1635","linesB","33",19,"absent",6.682,1
"1636","linesB","33",20,"easy",0.854,1
"1637","linesB","33",21,"absent",3.512,1
"1638","linesB","33",22,"absent",2.587,0
"1639","linesB","33",23,"absent",7.839,1
"1640","linesB","33",24,"hard",1.712,1
"1641","linesB","33",25,"easy",1.599,1
"1642","linesB","33",26,"easy",1.187,1
"1643","linesB","33",27,"hard",2.835,1
"1644","linesB","33",28,"absent",2.137,0
"1645","linesB","33",29,"absent",1.878,0
"1646","linesB","33",30,"easy",1.158,1
"1647","linesB","33",31,"absent",5.385,1
"1648","linesB","33",32,"absent",5.165,1
"1649","linesB","33",33,"hard",3.572,1
"1650","linesB","33",34,"absent",4.87,1
"1651","linesB","33",35,"hard",2.314,1
"1652","linesB","33",36,"hard",2.322,1
"1653","linesB","33",37,"absent",2.184,0
"1654","linesB","33",38,"absent",1.363,0
"1655","linesB","33",39,"hard",4.999,0
"1656","linesB","33",40,"easy",3.316,1
"1657","linesB","33",41,"absent",7.779,1
"1658","linesB","33",42,"easy",1.594,1
"1659","linesB","33",43,"easy",1.415,1
"1660","linesB","33",44,"easy",1.181,1
"1661","linesB","33",45,"absent",6.424,1
"1662","linesB","33",46,"absent",4.673,1
"1663","linesB","33",47,"hard",3.324,1
"1664","linesB","33",48,"hard",6.063,0
"1665","linesB","33",49,"easy",0.821,1
"1666","linesB","33",50,"absent",8.264,1
"1667","linesB","33",51,"absent",3.979,0
"1668","linesB","33",52,"absent",9.187,1
"1669","linesB","33",53,"absent",7.721,0
"1670","linesB","33",54,"hard",4.791,1
"1671","linesB","33",55,"hard",2.781,1
"1672","linesB","33",56,"hard",6.664,0
"1673","linesB","33",57,"easy",0.983,1
"1674","linesB","33",58,"easy",0.924,1
"1675","linesB","33",59,"absent",8.813,1
"1676","linesB","33",60,"absent",10.018,1
"1677","linesB","33",61,"hard",6.87,0
"1678","linesB","33",62,"absent",9.512,1
"1679","linesB","33",63,"absent",6.668,1
"1680","linesB","33",64,"absent",7.184,1
"1681","linesB","33",65,"easy",0.823,1
"1682","linesB","33",66,"absent",7.483,1
"1683","linesB","33",67,"absent",5.472,1
"1684","linesB","33",68,"absent",8.607,1
"1685","linesB","33",69,"absent",8.966,1
"1686","linesB","33",70,"absent",5.996,1
"1687","linesB","33",71,"easy",0.978,1
"1688","linesB","33",72,"hard",11.096,0
"1689","linesB","33",73,"easy",0.772,1
"1690","linesB","33",74,"absent",13.199,1
"1691","linesB","33",75,"absent",4.588,0
"1692","linesB","33",76,"absent",8.719,1
"1693","linesB","33",77,"absent",8.101,1
"1694","linesB","33",78,"hard",7.16,1
"1695","linesB","33",79,"easy",0.793,1
"1696","linesB","33",80,"easy",0.792,1
"1697","linesB","33",81,"easy",0.839,1
"1698","linesB","33",82,"hard",4.313,1
"1699","linesB","33",83,"hard",3.424,1
"1700","linesB","33",84,"absent",6.8,0
"1701","linesB","33",85,"absent",9.054,0
"1702","linesB","33",86,"hard",6.592,0
"1703","linesB","33",87,"hard",10.296,1
"1704","linesB","33",88,"absent",7.449,1
"1705","linesB","33",89,"absent",1.807,0
"1706","linesB","33",90,"absent",9.57,1
"1707","linesB","33",91,"absent",5.994,1
"1708","linesB","33",92,"easy",0.685,1
"1709","linesB","33",93,"easy",0.879,1
"1710","linesB","33",94,"easy",1.206,1
"1711","linesB","33",95,"absent",3.155,0
"1712","linesB","33",96,"absent",13.404,1
"1713","linesB","33",97,"hard",13.603,0
"1714","linesB","33",98,"absent",8.211,0
"1715","linesB","33",99,"absent",5.529,0
"1716","linesB","33",100,"absent",6.717,0
"1717","linesB","33",101,"easy",0.868,1
"1718","linesB","33",102,"hard",13.58,0
"1719","linesB","33",103,"hard",13.526,1
"1720","linesB","33",104,"hard",12.751,1
"1721","linesB","33",105,"hard",10.974,0
"1722","linesB","33",106,"easy",0.786,1
"1723","linesB","33",107,"easy",0.724,1
"1724","linesB","33",108,"absent",11.934,1
"1725","linesB","33",109,"hard",0.776,1
"1726","linesB","33",110,"absent",8.217,1
"1727","linesB","33",111,"absent",10.716,1
"1728","linesB","33",112,"absent",7.742,1
"1729","linesB","34",17,"easy",1.8,1
"1730","linesB","34",18,"hard",2.391,1
"1731","linesB","34",19,"easy",0.895,1
"1732","linesB","34",20,"hard",5.271,1
"1733","linesB","34",21,"easy",2.215,1
"1734","linesB","34",22,"absent",11.523,1
"1735","linesB","34",23,"absent",11.013,1
"1736","linesB","34",24,"easy",1.701,1
"1737","linesB","34",25,"hard",8.477,0
"1738","linesB","34",26,"absent",9.907,1
"1739","linesB","34",27,"absent",7.629,1
"1740","linesB","34",28,"absent",13.179,1
"1741","linesB","34",29,"absent",5.291,0
"1742","linesB","34",30,"absent",13.968,1
"1743","linesB","34",31,"easy",1.518,1
"1744","linesB","34",32,"absent",9.159,1
"1745","linesB","34",33,"hard",7.189,0
"1746","linesB","34",34,"easy",1.487,1
"1747","linesB","34",35,"absent",14.45,1
"1748","linesB","34",36,"absent",9.099,1
"1749","linesB","34",37,"absent",12.839,1
"1750","linesB","34",38,"absent",9.127,1
"1751","linesB","34",39,"hard",9.509,0
"1752","linesB","34",40,"hard",3.114,0
"1753","linesB","34",41,"absent",9.019,1
"1754","linesB","34",42,"absent",8.043,1
"1755","linesB","34",43,"absent",11.558,1
"1756","linesB","34",44,"absent",7.116,1
"1757","linesB","34",45,"easy",7.156,1
"1758","linesB","34",46,"easy",0.994,1
"1759","linesB","34",47,"hard",4.624,1
"1760","linesB","34",48,"absent",9.054,1
"1761","linesB","34",49,"easy",0.932,1
"1762","linesB","34",50,"absent",8.932,1
"1763","linesB","34",51,"absent",10.209,1
"1764","linesB","34",52,"easy",1.27,1
"1765","linesB","34",53,"absent",10.435,1
"1766","linesB","34",54,"hard",12.181,0
"1767","linesB","34",55,"absent",10.761,1
"1768","linesB","34",56,"absent",12.246,1
"1769","linesB","34",57,"hard",11.094,0
"1770","linesB","34",58,"easy",1.235,1
"1771","linesB","34",59,"hard",11.477,1
"1772","linesB","34",60,"hard",6.893,1
"1773","linesB","34",61,"absent",13.392,1
"1774","linesB","34",62,"easy",0.972,1
"1775","linesB","34",63,"hard",1.202,1
"1776","linesB","34",64,"absent",14.525,1
"1777","linesB","34",65,"absent",8.094,1
"1778","linesB","34",66,"easy",1.445,1
"1779","linesB","34",67,"absent",12.118,1
"1780","linesB","34",68,"hard",15.592,1
"1781","linesB","34",69,"absent",11.777,1
"1782","linesB","34",70,"hard",2.005,1
"1783","linesB","34",71,"hard",19.923,0
"1784","linesB","34",72,"absent",9.972,1
"1785","linesB","34",73,"easy",1.478,1
"1786","linesB","34",74,"hard",3.077,1
"1787","linesB","34",75,"absent",21.482,1
"1788","linesB","34",76,"easy",0.787,1
"1789","linesB","34",77,"absent",12.914,0
"1790","linesB","34",78,"hard",11.605,0
"1791","linesB","34",79,"absent",12.546,1
"1792","linesB","34",80,"absent",5.345,0
"1793","linesB","34",81,"absent",17.948,1
"1794","linesB","34",82,"absent",9.918,0
"1795","linesB","34",83,"easy",1.219,1
"1796","linesB","34",84,"easy",1.021,1
"1797","linesB","34",85,"absent",11.003,1
"1798","linesB","34",86,"easy",0.613,1
"1799","linesB","34",87,"absent",8.941,1
"1800","linesB","34",88,"hard",4.626,1
"1801","linesB","34",89,"easy",0.701,1
"1802","linesB","34",90,"easy",0.72,1
"1803","linesB","34",91,"absent",8.846,1
"1804","linesB","34",92,"easy",0.862,1
"1805","linesB","34",93,"absent",7.841,1
"1806","linesB","34",94,"hard",8.997,1
"1807","linesB","34",95,"hard",1.28,1
"1808","linesB","34",96,"absent",9.269,1
"1809","linesB","34",97,"absent",8.768,0
"1810","linesB","34",98,"absent",7.514,1
"1811","linesB","34",99,"absent",10.695,1
"1812","linesB","34",100,"hard",3.39,1
"1813","linesB","34",101,"absent",8.814,1
"1814","linesB","34",102,"hard",5.05,0
"1815","linesB","34",103,"absent",14.585,1
"1816","linesB","34",104,"hard",10.435,0
"1817","linesB","34",105,"easy",0.725,1
"1818","linesB","34",106,"absent",6.467,1
"1819","linesB","34",107,"easy",0.71,1
"1820","linesB","34",108,"hard",5.535,0
"1821","linesB","34",109,"absent",9.075,1
"1822","linesB","34",110,"absent",12.443,1
"1823","linesB","34",111,"easy",0.652,1
"1824","linesB","34",112,"absent",6.225,0
"1825","linesB","35",17,"easy",1.092,1
"1826","linesB","35",18,"hard",8.816,1
"1827","linesB","35",19,"easy",23.011,0
"1828","linesB","35",20,"hard",8.252,1
"1829","linesB","35",21,"easy",1.702,1
"1830","linesB","35",22,"absent",11.728,0
"1831","linesB","35",23,"absent",12.424,0
"1832","linesB","35",24,"easy",1.014,1
"1833","linesB","35",25,"hard",13.288,0
"1834","linesB","35",26,"absent",17.158,0
"1835","linesB","35",27,"absent",2.361,0
"1836","linesB","35",28,"absent",13.591,1
"1837","linesB","35",29,"absent",15.554,0
"1838","linesB","35",30,"absent",19.587,1
"1839","linesB","35",31,"easy",1.682,1
"1840","linesB","35",32,"absent",3.107,0
"1841","linesB","35",33,"hard",12.65,0
"1842","linesB","35",34,"easy",2.15,1
"1843","linesB","35",35,"absent",36.18,1
"1844","linesB","35",36,"absent",18,1
"1845","linesB","35",37,"absent",14.025,1
"1846","linesB","35",38,"absent",20.396,1
"1847","linesB","35",39,"hard",20.046,0
"1848","linesB","35",40,"hard",13.549,1
"1849","linesB","35",41,"absent",10.103,1
"1850","linesB","35",42,"absent",21.52,1
"1851","linesB","35",43,"absent",14.12,0
"1852","linesB","35",44,"absent",26.118,1
"1853","linesB","35",45,"easy",12.191,1
"1854","linesB","35",46,"easy",1.771,1
"1855","linesB","35",47,"hard",1.562,1
"1856","linesB","35",48,"absent",14.432,1
"1857","linesB","35",49,"easy",4.517,1
"1858","linesB","35",50,"absent",23.079,1
"1859","linesB","35",51,"absent",14.872,1
"1860","linesB","35",52,"easy",1.408,1
"1861","linesB","35",53,"absent",12.322,0
"1862","linesB","35",54,"hard",8.574,0
"1863","linesB","35",55,"absent",28.246,1
"1864","linesB","35",56,"absent",9.534,1
"1865","linesB","35",57,"hard",16.917,0
"1866","linesB","35",58,"easy",4.213,1
"1867","linesB","35",59,"hard",21.701,0
"1868","linesB","35",60,"hard",29.123,0
"1869","linesB","35",61,"absent",10.534,0
"1870","linesB","35",62,"easy",1.02,1
"1871","linesB","35",63,"hard",16.493,1
"1872","linesB","35",64,"absent",14.938,1
"1873","linesB","35",65,"absent",8.525,1
"1874","linesB","35",66,"easy",0.908,1
"1875","linesB","35",67,"absent",26.422,1
"1876","linesB","35",68,"hard",18.366,0
"1877","linesB","35",69,"absent",17.898,1
"1878","linesB","35",70,"hard",23.165,0
"1879","linesB","35",71,"hard",20.768,0
"1880","linesB","35",72,"absent",39.359,1
"1881","linesB","35",73,"easy",26.61,1
"1882","linesB","35",74,"hard",14.345,1
"1883","linesB","35",75,"absent",11.925,1
"1884","linesB","35",76,"easy",2.094,1
"1885","linesB","35",77,"absent",15.153,1
"1886","linesB","35",78,"hard",14.49,0
"1887","linesB","35",79,"absent",27.263,1
"1888","linesB","35",80,"absent",30.454,1
"1889","linesB","35",81,"absent",16.161,1
"1890","linesB","35",82,"absent",20.862,0
"1891","linesB","35",83,"easy",1.153,1
"1892","linesB","35",84,"easy",4.208,1
"1893","linesB","35",85,"absent",18.484,1
"1894","linesB","35",86,"easy",0.923,1
"1895","linesB","35",87,"absent",12.196,1
"1896","linesB","35",88,"hard",3.229,1
"1897","linesB","35",89,"easy",0.77,1
"1898","linesB","35",90,"easy",0.905,1
"1899","linesB","35",91,"absent",20.327,1
"1900","linesB","35",92,"easy",0.947,1
"1901","linesB","35",93,"absent",8.962,1
"1902","linesB","35",94,"hard",10.44,0
"1903","linesB","35",95,"hard",3.039,1
"1904","linesB","35",96,"absent",23.433,1
"1905","linesB","35",97,"absent",19.918,1
"1906","linesB","35",98,"absent",22.462,1
"1907","linesB","35",99,"absent",8.073,1
"1908","linesB","35",100,"hard",15.337,0
"1909","linesB","35",101,"absent",21.781,1
"1910","linesB","35",102,"hard",17.891,1
"1911","linesB","35",103,"absent",34.457,1
"1912","linesB","35",104,"hard",7.477,1
"1913","linesB","35",105,"easy",0.995,1
"1914","linesB","35",106,"absent",17.236,1
"1915","linesB","35",107,"easy",0.7,1
"1916","linesB","35",108,"hard",0.802,1
"1917","linesB","35",109,"absent",25.824,1
"1918","linesB","35",110,"absent",29.166,1
"1919","linesB","35",111,"easy",1.123,1
"1920","linesB","35",112,"absent",13.863,1
"1921","linesB","41",17,"easy",0.886,1
"1922","linesB","41",18,"absent",2.042,1
"1923","linesB","41",19,"easy",0.713,1
"1924","linesB","41",20,"absent",2.367,1
"1925","linesB","41",21,"easy",0.626,1
"1926","linesB","41",22,"absent",1.559,1
"1927","linesB","41",23,"easy",1.535,0
"1928","linesB","41",24,"absent",5.764,1
"1929","linesB","41",25,"hard",6.156,0
"1930","linesB","41",26,"hard",7.382,0
"1931","linesB","41",27,"easy",0.795,1
"1932","linesB","41",28,"hard",6.478,0
"1933","linesB","41",29,"absent",4.596,0
"1934","linesB","41",30,"absent",9.215,1
"1935","linesB","41",31,"absent",6.065,1
"1936","linesB","41",32,"absent",7.332,1
"1937","linesB","41",33,"hard",9.171,0
"1938","linesB","41",34,"absent",9.644,1
"1939","linesB","41",35,"hard",7.566,0
"1940","linesB","41",36,"easy",0.637,1
"1941","linesB","41",37,"absent",2.717,0
"1942","linesB","41",38,"absent",11.138,1
"1943","linesB","41",39,"hard",2.873,1
"1944","linesB","41",40,"absent",9.231,1
"1945","linesB","41",41,"easy",0.94,1
"1946","linesB","41",42,"absent",7.599,1
"1947","linesB","41",43,"absent",8.628,1
"1948","linesB","41",44,"absent",6.606,1
