"condition","subject","trialNum","targSide","RT","accuracy"
"2584","linesB","52",104,"hard",7.026,0
"2585","linesB","52",105,"easy",0.973,1
"2586","linesB","52",106,"absent",7.733,1
"2587","linesB","52",107,"easy",1.031,1
"2588","linesB","52",108,"hard",6.452,0
"2589","linesB","52",109,"absent",7.516,1
"2590","linesB","52",110,"absent",7.776,1
"2591","linesB","52",111,"easy",1.074,1
"2592","linesB","52",112,"absent",9.189,1
"2593","linesB","53",17,"absent",4.893,0
"2594","linesB","53",18,"absent",3.425,1
"2595","linesB","53",19,"absent",3.702,1
"2596","linesB","53",20,"absent",3.709,1
"2597","linesB","53",21,"absent",3.572,1
"2598","linesB","53",22,"hard",3.647,0
"2599","linesB","53",23,"easy",1.62,1
"2600","linesB","53",24,"absent",6.547,1
"2601","linesB","53",25,"hard",9.669,0
"2602","linesB","53",26,"absent",6.737,1
"2603","linesB","53",27,"hard",2.809,1
"2604","linesB","53",28,"absent",6.068,1
"2605","linesB","53",29,"absent",4.783,1
"2606","linesB","53",30,"easy",1.574,1
"2607","linesB","53",31,"absent",6.723,1
"2608","linesB","53",32,"easy",1.18,1
"2609","linesB","53",33,"absent",5.258,1
"2610","linesB","53",34,"hard",5.202,0
"2611","linesB","53",35,"hard",5.662,1
"2612","linesB","53",36,"hard",5.932,0
"2613","linesB","53",37,"absent",8.23,1
"2614","linesB","53",38,"easy",1.219,1
"2615","linesB","53",39,"easy",1.58,1
"2616","linesB","53",40,"easy",0.927,1
"2617","linesB","53",41,"hard",5.231,0
"2618","linesB","53",42,"absent",6.929,1
"2619","linesB","53",43,"absent",7.218,1
"2620","linesB","53",44,"hard",6.035,0
"2621","linesB","53",45,"absent",8.497,1
"2622","linesB","53",46,"absent",7.282,1
"2623","linesB","53",47,"absent",10.286,1
"2624","linesB","53",48,"absent",9.003,1
"2625","linesB","53",49,"absent",7.304,1
"2626","linesB","53",50,"absent",6.018,1
"2627","linesB","53",51,"absent",11.786,0
"2628","linesB","53",52,"hard",6.121,0
"2629","linesB","53",53,"hard",7.12,0
"2630","linesB","53",54,"absent",8.542,1
"2631","linesB","53",55,"easy",1.313,1
"2632","linesB","53",56,"absent",6.921,1
"2633","linesB","53",57,"easy",6.956,0
"2634","linesB","53",58,"easy",1.231,1
"2635","linesB","53",59,"easy",2.265,1
"2636","linesB","53",60,"absent",7.993,1
"2637","linesB","53",61,"hard",10.185,0
"2638","linesB","53",62,"easy",1.12,1
"2639","linesB","53",63,"hard",12.86,0
"2640","linesB","53",64,"easy",1.292,1
"2641","linesB","53",65,"absent",5.99,1
"2642","linesB","53",66,"easy",1.132,1
"2643","linesB","53",67,"hard",8.122,0
"2644","linesB","53",68,"absent",11.587,1
"2645","linesB","53",69,"easy",1.174,1
"2646","linesB","53",70,"easy",3.684,1
"2647","linesB","53",71,"absent",10.306,1
"2648","linesB","53",72,"absent",9.56,1
"2649","linesB","53",73,"absent",9.412,1
"2650","linesB","53",74,"absent",10.503,1
"2651","linesB","53",75,"absent",14.536,1
"2652","linesB","53",76,"absent",11.04,1
"2653","linesB","53",77,"absent",12.14,1
"2654","linesB","53",78,"easy",1.269,1
"2655","linesB","53",79,"easy",1.553,1
"2656","linesB","53",80,"hard",10.606,1
"2657","linesB","53",81,"hard",12.597,0
"2658","linesB","53",82,"absent",11.33,1
"2659","linesB","53",83,"absent",11.552,1
"2660","linesB","53",84,"hard",8.803,0
"2661","linesB","53",85,"easy",1.093,1
"2662","linesB","53",86,"hard",11.869,1
"2663","linesB","53",87,"absent",8.561,1
"2664","linesB","53",88,"hard",5.181,1
"2665","linesB","53",89,"absent",8.017,1
"2666","linesB","53",90,"easy",1.065,1
"2667","linesB","53",91,"absent",8.643,1
"2668","linesB","53",92,"hard",8.672,0
"2669","linesB","53",93,"absent",14.581,1
"2670","linesB","53",94,"easy",1.128,1
"2671","linesB","53",95,"absent",13.917,1
"2672","linesB","53",96,"easy",1.078,1
"2673","linesB","53",97,"absent",11.378,1
"2674","linesB","53",98,"absent",9.23,1
"2675","linesB","53",99,"absent",9.797,1
"2676","linesB","53",100,"easy",10.24,0
"2677","linesB","53",101,"easy",1.156,1
"2678","linesB","53",102,"absent",16.401,1
"2679","linesB","53",103,"hard",15.41,0
"2680","linesB","53",104,"easy",1.069,1
"2681","linesB","53",105,"absent",18.134,1
"2682","linesB","53",106,"absent",14.973,1
"2683","linesB","53",107,"hard",9.655,1
"2684","linesB","53",108,"absent",14.49,1
"2685","linesB","53",109,"hard",12.282,0
"2686","linesB","53",110,"absent",14.447,1
"2687","linesB","53",111,"hard",3.899,1
"2688","linesB","53",112,"hard",12.47,1
"2689","linesB","54",17,"easy",1.081,1
"2690","linesB","54",18,"hard",10.498,1
"2691","linesB","54",19,"easy",1.706,1
"2692","linesB","54",20,"hard",3.817,1
"2693","linesB","54",21,"easy",1.53,1
"2694","linesB","54",22,"absent",11.216,0
"2695","linesB","54",23,"absent",3.476,0
"2696","linesB","54",24,"easy",2.222,1
"2697","linesB","54",25,"hard",6.137,1
"2698","linesB","54",26,"absent",12.068,1
"2699","linesB","54",27,"absent",10.694,1
"2700","linesB","54",28,"absent",10.793,0
"2701","linesB","54",29,"absent",7.664,1
"2702","linesB","54",30,"absent",9.062,0
"2703","linesB","54",31,"easy",1.313,1
"2704","linesB","54",32,"absent",12.01,1
"2705","linesB","54",33,"hard",10.268,0
"2706","linesB","54",34,"easy",0.924,1
"2707","linesB","54",35,"absent",7.637,0
"2708","linesB","54",36,"absent",12.588,0
"2709","linesB","54",37,"absent",6.167,0
"2710","linesB","54",38,"absent",12.285,1
"2711","linesB","54",39,"hard",8.202,1
"2712","linesB","54",40,"hard",4.037,1
"2713","linesB","54",41,"absent",9.712,1
"2714","linesB","54",42,"absent",4.085,0
"2715","linesB","54",43,"absent",4.317,0
"2716","linesB","54",44,"absent",4.843,0
"2717","linesB","54",45,"easy",3.143,1
"2718","linesB","54",46,"easy",1.25,1
"2719","linesB","54",47,"hard",3.476,1
"2720","linesB","54",48,"absent",12.258,0
"2721","linesB","54",49,"easy",0.954,1
"2722","linesB","54",50,"absent",7.615,1
"2723","linesB","54",51,"absent",7.578,1
"2724","linesB","54",52,"easy",1.05,1
"2725","linesB","54",53,"absent",8.704,1
"2726","linesB","54",54,"hard",7.729,1
"2727","linesB","54",55,"absent",6.881,0
"2728","linesB","54",56,"absent",11.961,0
"2729","linesB","54",57,"hard",4.176,1
"2730","linesB","54",58,"easy",0.936,1
"2731","linesB","54",59,"hard",5.032,1
"2732","linesB","54",60,"hard",5.447,1
"2733","linesB","54",61,"absent",1.937,0
"2734","linesB","54",62,"easy",0.95,1
"2735","linesB","54",63,"hard",2.268,1
"2736","linesB","54",64,"absent",1.989,0
"2737","linesB","54",65,"absent",4.745,0
"2738","linesB","54",66,"easy",1.058,1
"2739","linesB","54",67,"absent",9.914,1
"2740","linesB","54",68,"hard",10.174,1
"2741","linesB","54",69,"absent",4.189,0
"2742","linesB","54",70,"hard",4.826,1
"2743","linesB","54",71,"hard",4.48,1
"2744","linesB","54",72,"absent",6.982,0
"2745","linesB","54",73,"easy",1.31,1
"2746","linesB","54",74,"hard",5.972,0
"2747","linesB","54",75,"absent",8.919,1
"2748","linesB","54",76,"easy",1.176,1
"2749","linesB","54",77,"absent",3.746,0
"2750","linesB","54",78,"hard",6.93,0
"2751","linesB","54",79,"absent",8.376,0
"2752","linesB","54",80,"absent",5.807,1
"2753","linesB","54",81,"absent",6.009,0
"2754","linesB","54",82,"absent",8.715,1
"2755","linesB","54",83,"easy",0.979,1
"2756","linesB","54",84,"easy",1.075,1
"2757","linesB","54",85,"absent",12.139,1
"2758","linesB","54",86,"easy",1.044,1
"2759","linesB","54",87,"absent",7.54,1
"2760","linesB","54",88,"hard",2.385,1
"2761","linesB","54",89,"easy",0.858,1
"2762","linesB","54",90,"easy",0.812,1
"2763","linesB","54",91,"absent",8.727,1
"2764","linesB","54",92,"easy",0.892,1
"2765","linesB","54",93,"absent",8.026,1
"2766","linesB","54",94,"hard",10.682,0
"2767","linesB","54",95,"hard",12.947,1
"2768","linesB","54",96,"absent",8.849,1
"2769","linesB","54",97,"absent",12.001,1
"2770","linesB","54",98,"absent",9.238,1
"2771","linesB","54",99,"absent",6.164,1
"2772","linesB","54",100,"hard",10.876,1
"2773","linesB","54",101,"absent",5.731,0
"2774","linesB","54",102,"hard",2.241,1
"2775","linesB","54",103,"absent",7.617,0
"2776","linesB","54",104,"hard",8.826,1
"2777","linesB","54",105,"easy",0.942,1
"2778","linesB","54",106,"absent",3.496,0
"2779","linesB","54",107,"easy",0.821,1
"2780","linesB","54",108,"hard",4.338,1
"2781","linesB","54",109,"absent",5.821,1
"2782","linesB","54",110,"absent",2.152,0
"2783","linesB","54",111,"easy",0.694,1
"2784","linesB","54",112,"absent",7.856,0
"2785","linesB","55",17,"easy",1.07,1
"2786","linesB","55",18,"hard",7.273,0
"2787","linesB","55",19,"easy",1.287,1
"2788","linesB","55",20,"hard",6.495,0
"2789","linesB","55",21,"easy",0.864,1
"2790","linesB","55",22,"absent",7.801,1
"2791","linesB","55",23,"absent",9.411,1
"2792","linesB","55",24,"easy",1.748,1
"2793","linesB","55",25,"hard",7.97,0
"2794","linesB","55",26,"absent",5.478,1
"2795","linesB","55",27,"absent",5.459,1
"2796","linesB","55",28,"absent",7.765,1
"2797","linesB","55",29,"absent",10.284,1
"2798","linesB","55",30,"absent",6.69,1
"2799","linesB","55",31,"easy",5.747,0
"2800","linesB","55",32,"absent",8.92,1
"2801","linesB","55",33,"hard",7.697,0
"2802","linesB","55",34,"easy",2.029,1
"2803","linesB","55",35,"absent",8.775,1
"2804","linesB","55",36,"absent",8.109,1
"2805","linesB","55",37,"absent",4.426,1
"2806","linesB","55",38,"absent",7.687,1
"2807","linesB","55",39,"hard",4.894,0
"2808","linesB","55",40,"hard",8.177,0
"2809","linesB","55",41,"absent",5.922,1
"2810","linesB","55",42,"absent",5.587,1
"2811","linesB","55",43,"absent",3.622,1
"2812","linesB","55",44,"absent",3.918,1
"2813","linesB","55",45,"easy",9.406,0
"2814","linesB","55",46,"easy",1.174,1
"2815","linesB","55",47,"hard",5.306,0
"2816","linesB","55",48,"absent",7.279,1
"2817","linesB","55",49,"easy",0.941,1
"2818","linesB","55",50,"absent",6.815,1
"2819","linesB","55",51,"absent",4.013,1
"2820","linesB","55",52,"easy",1.683,1
"2821","linesB","55",53,"absent",6.09,1
"2822","linesB","55",54,"hard",5.69,0
"2823","linesB","55",55,"absent",11.268,1
"2824","linesB","55",56,"absent",6.502,1
"2825","linesB","55",57,"hard",6.546,0
"2826","linesB","55",58,"easy",1.727,1
"2827","linesB","55",59,"hard",4.862,0
"2828","linesB","55",60,"hard",8.837,0
"2829","linesB","55",61,"absent",5.255,1
"2830","linesB","55",62,"easy",4.651,0
"2831","linesB","55",63,"hard",7.567,0
"2832","linesB","55",64,"absent",4.581,1
"2833","linesB","55",65,"absent",5.392,1
"2834","linesB","55",66,"easy",1.025,1
"2835","linesB","55",67,"absent",5.012,1
"2836","linesB","55",68,"hard",3.469,0
"2837","linesB","55",69,"absent",4.286,1
"2838","linesB","55",70,"hard",3.183,0
"2839","linesB","55",71,"hard",6.291,0
"2840","linesB","55",72,"absent",8.422,1
"2841","linesB","55",73,"easy",3.913,1
"2842","linesB","55",74,"hard",7.926,0
"2843","linesB","55",75,"absent",6.363,1
"2844","linesB","55",76,"easy",0.914,1
"2845","linesB","55",77,"absent",8.325,1
"2846","linesB","55",78,"hard",9.107,0
"2847","linesB","55",79,"absent",3.433,0
"2848","linesB","55",80,"absent",5.77,1
"2849","linesB","55",81,"absent",5.043,1
"2850","linesB","55",82,"absent",7.256,1
"2851","linesB","55",83,"easy",1.87,1
"2852","linesB","55",84,"easy",1.291,1
"2853","linesB","55",85,"absent",11.337,1
"2854","linesB","55",86,"easy",0.709,1
"2855","linesB","55",87,"absent",5.843,1
"2856","linesB","55",88,"hard",6.379,0
"2857","linesB","55",89,"easy",0.749,1
"2858","linesB","55",90,"easy",0.665,1
"2859","linesB","55",91,"absent",3.557,1
"2860","linesB","55",92,"easy",0.714,1
"2861","linesB","55",93,"absent",5.351,1
"2862","linesB","55",94,"hard",5.324,0
"2863","linesB","55",95,"hard",1.716,1
"2864","linesB","55",96,"absent",3.297,1
"2865","linesB","55",97,"absent",4.921,1
"2866","linesB","55",98,"absent",2.702,1
"2867","linesB","55",99,"absent",2.336,1
"2868","linesB","55",100,"hard",2.286,0
"2869","linesB","55",101,"absent",3.429,1
"2870","linesB","55",102,"hard",4.266,0
"2871","linesB","55",103,"absent",4.033,1
"2872","linesB","55",104,"hard",2.722,0
"2873","linesB","55",105,"easy",0.816,1
"2874","linesB","55",106,"absent",3.437,1
"2875","linesB","55",107,"easy",0.722,1
"2876","linesB","55",108,"hard",4.403,0
"2877","linesB","55",109,"absent",5.201,1
"2878","linesB","55",110,"absent",6.593,1
"2879","linesB","55",111,"easy",0.781,1
"2880","linesB","55",112,"absent",5.481,1
"2881","linesB","61",17,"easy",0.79,1
"2882","linesB","61",18,"hard",7.656,0
"2883","linesB","61",19,"easy",0.943,1
"2884","linesB","61",20,"hard",15.356,0
"2885","linesB","61",21,"easy",0.986,1
"2886","linesB","61",22,"absent",26.691,1
"2887","linesB","61",23,"absent",20.675,1
"2888","linesB","61",24,"easy",1.522,1
"2889","linesB","61",25,"hard",3.698,1
"2890","linesB","61",26,"absent",12.767,1
"2891","linesB","61",27,"absent",9.704,1
"2892","linesB","61",28,"absent",10.87,1
"2893","linesB","61",29,"absent",9.837,0
"2894","linesB","61",30,"absent",11.127,1
"2895","linesB","61",31,"easy",5.452,0
"2896","linesB","61",32,"absent",8.905,1
"2897","linesB","61",33,"hard",9.607,0
"2898","linesB","61",34,"easy",1.155,1
"2899","linesB","61",35,"absent",20.678,0
"2900","linesB","61",36,"absent",6.013,1
"2901","linesB","61",37,"absent",5.28,1
"2902","linesB","61",38,"absent",9.254,1
"2903","linesB","61",39,"hard",1.949,1
"2904","linesB","61",40,"hard",10.008,0
"2905","linesB","61",41,"absent",11.103,1
"2906","linesB","61",42,"absent",5.466,1
"2907","linesB","61",43,"absent",10.905,1
"2908","linesB","61",44,"absent",9.811,1
"2909","linesB","61",45,"easy",2.289,1
"2910","linesB","61",46,"easy",2.591,1
"2911","linesB","61",47,"hard",1.492,1
"2912","linesB","61",48,"absent",9.737,1
"2913","linesB","61",49,"easy",1.15,1
"2914","linesB","61",50,"absent",5.281,1
"2915","linesB","61",51,"absent",8.141,1
"2916","linesB","61",52,"easy",1.078,1
"2917","linesB","61",53,"absent",7.11,1
"2918","linesB","61",54,"hard",3.484,1
"2919","linesB","61",55,"absent",7.229,1
"2920","linesB","61",56,"absent",9.409,1
"2921","linesB","61",57,"hard",4.386,1
"2922","linesB","61",58,"easy",1.059,1
"2923","linesB","61",59,"hard",4.318,1
"2924","linesB","61",60,"hard",9.529,0
"2925","linesB","61",61,"absent",9.292,1
"2926","linesB","61",62,"easy",0.978,1
"2927","linesB","61",63,"hard",2.545,1
"2928","linesB","61",64,"absent",6.884,1
"2929","linesB","61",65,"absent",2.656,1
"2930","linesB","61",66,"easy",1.425,1
"2931","linesB","61",67,"absent",4.323,1
"2932","linesB","61",68,"hard",2.715,1
"2933","linesB","61",69,"absent",4.775,1
"2934","linesB","61",70,"hard",6.409,0
"2935","linesB","61",71,"hard",2.206,1
"2936","linesB","61",72,"absent",8.204,1
"2937","linesB","61",73,"easy",1.005,1
"2938","linesB","61",74,"hard",8.296,0
"2939","linesB","61",75,"absent",8.431,1
"2940","linesB","61",76,"easy",0.972,1
"2941","linesB","61",77,"absent",7.463,0
"2942","linesB","61",78,"hard",2.763,1
"2943","linesB","61",79,"absent",11.198,1
"2944","linesB","61",80,"absent",9.671,1
"2945","linesB","61",81,"absent",2.332,0
"2946","linesB","61",82,"absent",7.164,1
"2947","linesB","61",83,"easy",0.869,1
"2948","linesB","61",84,"easy",0.955,1
"2949","linesB","61",85,"absent",6.449,1
"2950","linesB","61",86,"easy",0.863,1
"2951","linesB","61",87,"absent",6.737,1
"2952","linesB","61",88,"hard",1.382,1
"2953","linesB","61",89,"easy",0.906,1
"2954","linesB","61",90,"easy",0.545,1
"2955","linesB","61",91,"absent",4.398,1
"2956","linesB","61",92,"easy",0.798,1
"2957","linesB","61",93,"absent",5.999,1
"2958","linesB","61",94,"hard",1.313,1
"2959","linesB","61",95,"hard",6.145,0
"2960","linesB","61",96,"absent",5.266,1
"2961","linesB","61",97,"absent",7.111,1
"2962","linesB","61",98,"absent",6.826,1
"2963","linesB","61",99,"absent",9.071,1
"2964","linesB","61",100,"hard",3.479,1
"2965","linesB","61",101,"absent",8.028,1
"2966","linesB","61",102,"hard",7.804,0
"2967","linesB","61",103,"absent",6.925,1
"2968","linesB","61",104,"hard",1.627,1
"2969","linesB","61",105,"easy",0.815,1
"2970","linesB","61",106,"absent",8.771,1
"2971","linesB","61",107,"easy",0.987,1
"2972","linesB","61",108,"hard",0.782,1
"2973","linesB","61",109,"absent",6.532,1
"2974","linesB","61",110,"absent",8.66,1
"2975","linesB","61",111,"easy",0.642,1
"2976","linesB","61",112,"absent",6.722,1
"2977","linesB","62",17,"hard",2.555,0
"2978","linesB","62",18,"easy",1.161,1
"2979","linesB","62",19,"absent",1.628,0
"2980","linesB","62",20,"absent",2.423,1
"2981","linesB","62",21,"hard",2.922,0
"2982","linesB","62",22,"absent",3.355,1
"2983","linesB","62",23,"absent",3.325,1
"2984","linesB","62",24,"absent",3.201,1
"2985","linesB","62",25,"hard",2.723,0
"2986","linesB","62",26,"absent",4.25,1
"2987","linesB","62",27,"hard",3.246,0
"2988","linesB","62",28,"absent",3.547,1
"2989","linesB","62",29,"easy",0.93,1
"2990","linesB","62",30,"easy",0.771,1
"2991","linesB","62",31,"hard",3.046,0
"2992","linesB","62",32,"absent",3.842,1
"2993","linesB","62",33,"easy",0.851,1
"2994","linesB","62",34,"hard",4.099,0
"2995","linesB","62",35,"easy",0.768,1
"2996","linesB","62",36,"absent",3.987,1
"2997","linesB","62",37,"absent",3.306,1
"2998","linesB","62",38,"absent",2.71,0
"2999","linesB","62",39,"easy",0.753,1
"3000","linesB","62",40,"absent",4.069,1
"3001","linesB","62",41,"easy",0.87,1
"3002","linesB","62",42,"hard",3.352,0
"3003","linesB","62",43,"absent",3.87,0
"3004","linesB","62",44,"absent",4.535,1
"3005","linesB","62",45,"absent",4.652,1
"3006","linesB","62",46,"absent",4.155,1
"3007","linesB","62",47,"hard",3.54,1
"3008","linesB","62",48,"absent",4.402,1
"3009","linesB","62",49,"easy",0.813,1
"3010","linesB","62",50,"absent",4.489,1
"3011","linesB","62",51,"absent",4.033,1
"3012","linesB","62",52,"hard",3.661,0
"3013","linesB","62",53,"easy",0.691,1
"3014","linesB","62",54,"absent",4.52,1
"3015","linesB","62",55,"hard",4.243,0
"3016","linesB","62",56,"easy",0.882,1
"3017","linesB","62",57,"hard",5.124,0
"3018","linesB","62",58,"absent",4.687,1
"3019","linesB","62",59,"hard",4.372,1
"3020","linesB","62",60,"easy",0.808,1
"3021","linesB","62",61,"absent",4.26,1
"3022","linesB","62",62,"absent",4.022,1
"3023","linesB","62",63,"absent",4.282,1
"3024","linesB","62",64,"easy",0.795,1
"3025","linesB","62",65,"absent",3.197,1
"3026","linesB","62",66,"easy",0.861,1
"3027","linesB","62",67,"absent",3.36,1
"3028","linesB","62",68,"hard",4.634,0
"3029","linesB","62",69,"easy",0.733,1
"3030","linesB","62",70,"easy",0.757,1
"3031","linesB","62",71,"hard",3.394,1
"3032","linesB","62",72,"hard",1.451,1
"3033","linesB","62",73,"absent",3.615,1
"3034","linesB","62",74,"easy",0.683,1
"3035","linesB","62",75,"absent",4.146,1
"3036","linesB","62",76,"absent",3.7,1
"3037","linesB","62",77,"absent",4.602,1
"3038","linesB","62",78,"absent",3.968,1
"3039","linesB","62",79,"absent",4.377,1
"3040","linesB","62",80,"easy",0.841,1
"3041","linesB","62",81,"easy",0.731,1
"3042","linesB","62",82,"hard",4.212,0
"3043","linesB","62",83,"hard",4.246,0
"3044","linesB","62",84,"hard",0.816,1
"3045","linesB","62",85,"absent",4.371,1
"3046","linesB","62",86,"absent",4.08,1
"3047","linesB","62",87,"absent",4.436,1
"3048","linesB","62",88,"absent",4.779,1
"3049","linesB","62",89,"absent",3.779,1
"3050","linesB","62",90,"absent",4.891,1
"3051","linesB","62",91,"easy",0.809,1
"3052","linesB","62",92,"hard",5.266,1
"3053","linesB","62",93,"absent",5.264,1
"3054","linesB","62",94,"absent",4.3,1
"3055","linesB","62",95,"absent",5.093,1
"3056","linesB","62",96,"easy",1.008,1
"3057","linesB","62",97,"hard",4.656,0
"3058","linesB","62",98,"absent",4.376,1
"3059","linesB","62",99,"absent",6.03,1
"3060","linesB","62",100,"absent",3.967,1
"3061","linesB","62",101,"absent",4.495,1
"3062","linesB","62",102,"hard",5.223,0
"3063","linesB","62",103,"easy",0.79,1
"3064","linesB","62",104,"easy",0.764,1
"3065","linesB","62",105,"easy",0.745,1
"3066","linesB","62",106,"hard",3.809,0
"3067","linesB","62",107,"absent",3.784,1
"3068","linesB","62",108,"hard",4.798,1
"3069","linesB","62",109,"hard",4.37,0
"3070","linesB","62",110,"easy",0.733,1
"3071","linesB","62",111,"absent",4.258,1
"3072","linesB","62",112,"absent",4.62,1
"3073","linesB","64",17,"easy",2.919,1
"3074","linesB","64",18,"hard",8.242,0
"3075","linesB","64",19,"easy",2.183,1
"3076","linesB","64",20,"hard",12.279,0
"3077","linesB","64",21,"easy",1.769,1
"3078","linesB","64",22,"absent",16.009,1
"3079","linesB","64",23,"absent",21.306,1
"3080","linesB","64",24,"easy",2.089,1
"3081","linesB","64",25,"hard",19.881,0
"3082","linesB","64",26,"absent",25.686,1
"3083","linesB","64",27,"absent",30.265,1
"3084","linesB","64",28,"absent",26.87,1
"3085","linesB","64",29,"absent",25.288,1
"3086","linesB","64",30,"absent",31.977,1
"3087","linesB","64",31,"easy",3.626,1
"3088","linesB","64",32,"absent",27.334,1
"3089","linesB","64",33,"hard",25.202,1
"3090","linesB","64",34,"easy",2.446,1
"3091","linesB","64",35,"absent",43.196,1
"3092","linesB","64",36,"absent",25.925,1
"3093","linesB","64",37,"absent",26.005,1
"3094","linesB","64",38,"absent",19.437,1
"3095","linesB","64",39,"hard",30.144,1
"3096","linesB","64",40,"hard",29.778,0
"3097","linesB","64",41,"absent",17.635,1
"3098","linesB","64",42,"absent",29.658,1
"3099","linesB","64",43,"absent",23.607,1
"3100","linesB","64",44,"absent",24.042,1
"3101","linesB","64",45,"easy",8.454,1
"3102","linesB","64",46,"easy",1.113,1
"3103","linesB","64",47,"hard",25.165,0
"3104","linesB","64",48,"absent",29.401,1
"3105","linesB","64",49,"easy",2.261,1
"3106","linesB","64",50,"absent",27.94,1
"3107","linesB","64",51,"absent",30.802,1
"3108","linesB","64",52,"easy",2.269,1
"3109","linesB","64",53,"absent",27.321,1
"3110","linesB","64",54,"hard",24.025,0
"3111","linesB","64",55,"absent",26.836,1
"3112","linesB","64",56,"absent",28.799,1
"3113","linesB","64",57,"hard",40.602,1
"3114","linesB","64",58,"easy",2.217,1
"3115","linesB","64",59,"hard",52.572,1
"3116","linesB","64",60,"hard",15.476,1
"3117","linesB","64",61,"absent",30.936,1
"3118","linesB","64",62,"easy",1.391,1
"3119","linesB","64",63,"hard",13.638,1
"3120","linesB","64",64,"absent",28.01,1
"3121","linesB","64",65,"absent",28.479,1
"3122","linesB","64",66,"easy",1.991,1
"3123","linesB","64",67,"absent",40.64,1
"3124","linesB","64",68,"hard",25.051,1
"3125","linesB","64",69,"absent",36.809,1
"3126","linesB","64",70,"hard",26.555,0
"3127","linesB","64",71,"hard",24.929,1
"3128","linesB","64",72,"absent",30.671,1
"3129","linesB","64",73,"easy",3.05,1
"3130","linesB","64",74,"hard",20.25,1
"3131","linesB","64",75,"absent",46.515,1
"3132","linesB","64",76,"easy",1.452,1
"3133","linesB","64",77,"absent",45.255,1
"3134","linesB","64",78,"hard",31.58,0
"3135","linesB","64",79,"absent",28.448,1
"3136","linesB","64",80,"absent",23.451,1
"3137","linesB","64",81,"absent",25.304,1
"3138","linesB","64",82,"absent",30.668,1
"3139","linesB","64",83,"easy",1.301,1
"3140","linesB","64",84,"easy",1.47,1
"3141","linesB","64",85,"absent",29.632,1
"3142","linesB","64",86,"easy",1.258,1
"3143","linesB","64",87,"absent",24.111,1
"3144","linesB","64",88,"hard",18.096,1
"3145","linesB","64",89,"easy",1.441,1
"3146","linesB","64",90,"easy",0.988,1
"3147","linesB","64",91,"absent",24.974,1
"3148","linesB","64",92,"easy",1.462,1
"3149","linesB","64",93,"absent",25.437,1
"3150","linesB","64",94,"hard",16.306,1
"3151","linesB","64",95,"hard",13.847,1
"3152","linesB","64",96,"absent",25.637,1
"3153","linesB","64",97,"absent",20.448,1
"3154","linesB","64",98,"absent",23.656,1
"3155","linesB","64",99,"absent",19.977,1
"3156","linesB","64",100,"hard",20.25,0
"3157","linesB","64",101,"absent",23.244,1
"3158","linesB","64",102,"hard",21.794,1
"3159","linesB","64",103,"absent",25.523,1
"3160","linesB","64",104,"hard",27.657,1
"3161","linesB","64",105,"easy",1.406,1
"3162","linesB","64",106,"absent",30.086,1
"3163","linesB","64",107,"easy",1.485,1
"3164","linesB","64",108,"hard",1.162,1
"3165","linesB","64",109,"absent",27.638,1
"3166","linesB","64",110,"absent",28.756,1
"3167","linesB","64",111,"easy",1.435,1
"3168","linesB","64",112,"absent",24.233,1
"3169","linesB","65",17,"easy",1.638,1
"3170","linesB","65",18,"absent",8.438,1
"3171","linesB","65",19,"absent",12.087,1
"3172","linesB","65",20,"easy",1.874,1
"3173","linesB","65",21,"absent",13.045,1
"3174","linesB","65",22,"absent",14.421,1
"3175","linesB","65",23,"absent",17.009,1
"3176","linesB","65",24,"hard",2.318,1
"3177","linesB","65",25,"easy",1.748,1
"3178","linesB","65",26,"easy",1.094,1
"3179","linesB","65",27,"hard",9.107,0
"3180","linesB","65",28,"absent",14.732,1
"3181","linesB","65",29,"absent",21.28,1
"3182","linesB","65",30,"easy",1.095,1
"3183","linesB","65",31,"absent",8.516,1
"3184","linesB","65",32,"absent",10.876,1
"3185","linesB","65",33,"hard",6.181,1
"3186","linesB","65",34,"absent",13.198,1
"3187","linesB","65",35,"hard",4.908,1
"3188","linesB","65",36,"hard",12.935,0
"3189","linesB","65",37,"absent",14.251,1
"3190","linesB","65",38,"absent",19.472,1
"3191","linesB","65",39,"hard",2.585,1
"3192","linesB","65",40,"easy",1.213,1
"3193","linesB","65",41,"absent",17.882,1
"3194","linesB","65",42,"easy",1.279,1
"3195","linesB","65",43,"easy",0.95,1
"3196","linesB","65",44,"easy",2.044,1
"3197","linesB","65",45,"absent",8.183,1
"3198","linesB","65",46,"absent",17.703,1
"3199","linesB","65",47,"hard",11.681,1
"3200","linesB","65",48,"hard",6.356,1
"3201","linesB","65",49,"easy",1.095,1
"3202","linesB","65",50,"absent",10.741,1
"3203","linesB","65",51,"absent",12.227,1
"3204","linesB","65",52,"absent",16.225,1
"3205","linesB","65",53,"absent",12.616,1
"3206","linesB","65",54,"hard",8.128,1
"3207","linesB","65",55,"hard",15.906,1
"3208","linesB","65",56,"hard",14.55,0
"3209","linesB","65",57,"easy",1.286,1
"3210","linesB","65",58,"easy",1.103,1
"3211","linesB","65",59,"absent",11.224,1
"3212","linesB","65",60,"absent",12.091,1
"3213","linesB","65",61,"hard",9.831,0
"3214","linesB","65",62,"absent",15.075,1
"3215","linesB","65",63,"absent",14.77,1
"3216","linesB","65",64,"absent",17.847,1
"3217","linesB","65",65,"easy",1.037,1
"3218","linesB","65",66,"absent",7.455,1
