person,prop_hard,site,targ_side_rel,median_rt,accuracy
726,0.365413998427143,Essex,absent,47.1155,0.9791666666666666
726,0.365413998427143,Essex,easy,1.666,1
726,0.365413998427143,Essex,hard,39.568,0.4583333333333333
727,0.4540518424664766,Essex,absent,5.7905,1
727,0.4540518424664766,Essex,easy,1.101,1
727,0.4540518424664766,Essex,hard,4.82,0.125
729,0.18505868329359984,Essex,absent,26.6085,0.875
729,0.18505868329359984,Essex,easy,1.229,0.9583333333333334
729,0.18505868329359984,Essex,hard,22.451999999999998,0.25
730,0.416200110864745,Essex,absent,11.9585,0.9166666666666666
730,0.416200110864745,Essex,easy,1.0345,0.9583333333333334
730,0.416200110864745,Essex,hard,7.1735,0.4583333333333333
732,0.43577235772357725,Essex,absent,14.9995,0.9583333333333334
732,0.43577235772357725,Essex,easy,1.421,1
732,0.43577235772357725,Essex,hard,10.8995,0.3333333333333333
733,0.30125591016548464,Essex,absent,25.2345,1
733,0.30125591016548464,Essex,easy,1.0615,0.9583333333333334
733,0.30125591016548464,Essex,hard,22.363,0.20833333333333334
737,0.8768557422969188,Essex,absent,2.9139999999999997,0.8333333333333334
737,0.8768557422969188,Essex,easy,1.034,0.9583333333333334
737,0.8768557422969188,Essex,hard,2.254,0.625
738,0.7326499388004896,Essex,absent,13.053,0.9166666666666666
738,0.7326499388004896,Essex,easy,1.138,1
738,0.7326499388004896,Essex,hard,10.945,0.25
740,0.38405103668261564,Essex,absent,37.596000000000004,0.9583333333333334
740,0.38405103668261564,Essex,easy,0.9775,1
740,0.38405103668261564,Essex,hard,25.3115,0.625
742,0.7729325313615127,Essex,absent,3.382,0.8958333333333334
742,0.7729325313615127,Essex,easy,0.742,1
742,0.7729325313615127,Essex,hard,3.1870000000000003,0.20833333333333334
743,0.37293543543543545,Essex,absent,9.313,0.7708333333333334
743,0.37293543543543545,Essex,easy,1.6804999999999999,0.8333333333333334
743,0.37293543543543545,Essex,hard,8.6025,0.375
744,0.7740707568293775,Essex,absent,16.2435,0.7708333333333334
744,0.7740707568293775,Essex,easy,1.584,1
744,0.7740707568293775,Essex,hard,15.278,0.3333333333333333
745,0.289709368153238,Essex,absent,23.6965,1
745,0.289709368153238,Essex,easy,1.2454999999999998,1
745,0.289709368153238,Essex,hard,19.7745,0.375
746,0.6635586635586636,Essex,absent,10.2125,0.8333333333333334
746,0.6635586635586636,Essex,easy,1.2755,0.9166666666666666
746,0.6635586635586636,Essex,hard,10.7685,0.4583333333333333
748,0.3860237434474252,Essex,absent,21.5595,1
748,0.3860237434474252,Essex,easy,1.1065,1
748,0.3860237434474252,Essex,hard,14.111999999999998,0.5416666666666666
751,0.732077856420627,Essex,absent,8.6585,0.9583333333333334
751,0.732077856420627,Essex,easy,0.9405,1
751,0.732077856420627,Essex,hard,5.6905,0.5833333333333334
753,0.3801982591876209,Essex,absent,22.125500000000002,1
753,0.3801982591876209,Essex,easy,1.008,0.9583333333333334
753,0.3801982591876209,Essex,hard,15.5805,0.5
754,0.2546568767499,Essex,absent,18.307,0.9583333333333334
754,0.2546568767499,Essex,easy,0.919,0.9583333333333334
754,0.2546568767499,Essex,hard,11.96,0.4583333333333333
755,0.9052083333333333,Essex,absent,8.752,0.9583333333333334
755,0.9052083333333333,Essex,easy,1.1004999999999998,1
755,0.9052083333333333,Essex,hard,6.854,0.2916666666666667
758,0.8316946001128169,Essex,absent,17.749499999999998,0.8125
758,0.8316946001128169,Essex,easy,1.5145,0.9583333333333334
758,0.8316946001128169,Essex,hard,14.9985,0.25
759,0.4756944444444444,Essex,absent,7.5435,0.8541666666666666
759,0.4756944444444444,Essex,easy,1.5705,1
759,0.4756944444444444,Essex,hard,7.1345,0.4583333333333333
760,0.25252659574468084,Essex,absent,41.067499999999995,1
760,0.25252659574468084,Essex,easy,1.2765,1
760,0.25252659574468084,Essex,hard,37.691500000000005,0.3333333333333333
761,0.39132814859559045,Essex,absent,37.078,0.9166666666666666
761,0.39132814859559045,Essex,easy,1.2934999999999999,1
761,0.39132814859559045,Essex,hard,25.657,0.7083333333333334
762,0.3055133173100505,Essex,absent,18.7785,0.8125
762,0.3055133173100505,Essex,easy,1.145,0.9583333333333334
762,0.3055133173100505,Essex,hard,11.8875,0.5833333333333334
764,0.40964005480134513,Essex,absent,20.5065,0.8125
764,0.40964005480134513,Essex,easy,2.309,0.9583333333333334
764,0.40964005480134513,Essex,hard,12.466000000000001,0.7083333333333334
766,0.6982274482274482,Essex,absent,10.6035,0.7916666666666666
766,0.6982274482274482,Essex,easy,1.5455,0.9583333333333334
766,0.6982274482274482,Essex,hard,9.197500000000002,0.3333333333333333
767,0.3224778270509978,Essex,absent,1.9815,0.9375
767,0.3224778270509978,Essex,easy,0.974,0.9166666666666666
767,0.3224778270509978,Essex,hard,2.0665,0.125
770,0.6232323232323232,Essex,absent,8.904499999999999,0.9583333333333334
770,0.6232323232323232,Essex,easy,1.4085,1
770,0.6232323232323232,Essex,hard,7.292,0.20833333333333334
772,0.5680036382369039,Essex,absent,5.864000000000001,0.75
772,0.5680036382369039,Essex,easy,1.8835000000000002,0.9583333333333334
772,0.5680036382369039,Essex,hard,5.32,0.5833333333333334
775,0.38567765732535647,Essex,absent,8.3925,1
775,0.38567765732535647,Essex,easy,0.778,1
775,0.38567765732535647,Essex,hard,7.4025,0.4166666666666667
776,0.3100363906766165,Essex,absent,15.867,0.8958333333333334
776,0.3100363906766165,Essex,easy,1.358,1
776,0.3100363906766165,Essex,hard,14.844999999999999,0.25
777,0.7911205073995772,Essex,absent,13.031500000000001,0.9375
777,0.7911205073995772,Essex,easy,2.7329999999999997,0.9166666666666666
777,0.7911205073995772,Essex,hard,10.1935,0.3333333333333333
778,0.5265034771613719,Essex,absent,16.5865,0.8125
778,0.5265034771613719,Essex,easy,1.5110000000000001,1
778,0.5265034771613719,Essex,hard,12.273,0.6666666666666666
779,0.5502747252747253,Essex,absent,8.448,0.875
779,0.5502747252747253,Essex,easy,1.034,1
779,0.5502747252747253,Essex,hard,7.381,0.5
781,0.4770833333333333,Essex,absent,19.7135,1
781,0.4770833333333333,Essex,easy,1.0710000000000002,0.9583333333333334
781,0.4770833333333333,Essex,hard,14.346,0.6666666666666666
782,0.45110337666621686,Essex,absent,75.307,1
782,0.45110337666621686,Essex,easy,1.029,1
782,0.45110337666621686,Essex,hard,16.500999999999998,0.9583333333333334
783,0.6351560345620002,Essex,absent,25.478,1
783,0.6351560345620002,Essex,easy,0.942,1
783,0.6351560345620002,Essex,hard,9.292,0.7083333333333334
784,0.8040436527571609,Essex,absent,9.915500000000002,0.9791666666666666
784,0.8040436527571609,Essex,easy,0.7645,1
784,0.8040436527571609,Essex,hard,6.9830000000000005,0.4166666666666667
785,0.40212449341438705,Essex,absent,26.17,1
785,0.40212449341438705,Essex,easy,1.255,0.9166666666666666
785,0.40212449341438705,Essex,hard,22.3265,0.4583333333333333
786,0.5457974137931034,Essex,absent,7.0705,0.7708333333333334
786,0.5457974137931034,Essex,easy,1.624,0.7916666666666666
786,0.5457974137931034,Essex,hard,7.746,0.16666666666666666
788,0.19438020351526364,Essex,absent,16.15,0.9791666666666666
788,0.19438020351526364,Essex,easy,1.1105,1
788,0.19438020351526364,Essex,hard,11.668,0.5416666666666666
795,0.17351190476190476,Essex,absent,24.2755,0.875
795,0.17351190476190476,Essex,easy,1.2565,1
795,0.17351190476190476,Essex,hard,16.533,0.5833333333333334
797,0.3256822386679001,Essex,absent,17.0015,1
797,0.3256822386679001,Essex,easy,1.3265,0.9583333333333334
797,0.3256822386679001,Essex,hard,12.338000000000001,0.5
799,0.3683848013116306,Essex,absent,20.9665,0.8541666666666666
799,0.3683848013116306,Essex,easy,1.147,1
799,0.3683848013116306,Essex,hard,16.82,0.625
802,0.6339285714285714,Essex,absent,21.651,0.75
802,0.6339285714285714,Essex,easy,1.7755,1
802,0.6339285714285714,Essex,hard,11.129999999999999,0.5833333333333334
803,0.6757366171839856,Essex,absent,15.354500000000002,0.7916666666666666
803,0.6757366171839856,Essex,easy,1.412,0.9166666666666666
803,0.6757366171839856,Essex,hard,11.393,0.5416666666666666
804,0.5540370482230947,Essex,absent,13.118500000000001,1
804,0.5540370482230947,Essex,easy,0.778,0.9565217391304348
804,0.5540370482230947,Essex,hard,9.342500000000001,0.4583333333333333
807,0.4107905982905983,Essex,absent,8.849499999999999,0.75
807,0.4107905982905983,Essex,easy,0.9115,1
807,0.4107905982905983,Essex,hard,9.161,0.375
808,0.6184041835357625,Essex,absent,12.4825,0.8125
808,0.6184041835357625,Essex,easy,1.1105,0.9583333333333334
808,0.6184041835357625,Essex,hard,8.4435,0.5416666666666666
809,0.7448792016806722,Essex,absent,8.3865,0.7708333333333334
809,0.7448792016806722,Essex,easy,0.8955,0.9583333333333334
809,0.7448792016806722,Essex,hard,4.2,0.4166666666666667
811,0.48806755260243634,Essex,absent,15.264,0.8958333333333334
811,0.48806755260243634,Essex,easy,1.2349999999999999,1
811,0.48806755260243634,Essex,hard,15.765,0.16666666666666666
813,0.6423537702607469,Essex,absent,40.108000000000004,0.8958333333333334
813,0.6423537702607469,Essex,easy,1.4505,1
813,0.6423537702607469,Essex,hard,18.4135,0.625
814,0.6393292682926829,Essex,absent,18.3955,0.9166666666666666
814,0.6393292682926829,Essex,easy,1.222,1
814,0.6393292682926829,Essex,hard,14.964,0.4583333333333333
900,0.35510884461311404,Aberdeen,absent,12.303999999999998,0.7916666666666666
900,0.35510884461311404,Aberdeen,easy,0.91,1
900,0.35510884461311404,Aberdeen,hard,12.596499999999999,0.3333333333333333
901,0.5565717177559283,Aberdeen,absent,9.0095,0.875
901,0.5565717177559283,Aberdeen,easy,1.067,1
901,0.5565717177559283,Aberdeen,hard,7.424,0.4782608695652174
902,0.32748498114351776,Aberdeen,absent,11.021,0.9375
902,0.32748498114351776,Aberdeen,easy,1.0745,1
902,0.32748498114351776,Aberdeen,hard,10.186,0.375
